C,Cr,Mn,Ni,Si,CR,Hardness
0.4,10,1,10,1,20,195.453
0.4,10,1,10,1,30,195.453
0.4,10,1,10,1,40,195.453
0.4,10,1,10,1,50,195.453
0.4,0,1,0,1,1,611.204
0.4,0,1,0,1,2,625.441
0.4,0,1,0,1,3,627.093
0.4,0,1,0,1,4,627.364
0.4,0,1,0,1,5,627.463
0.4,0,1,0,1,6,627.529
0.4,0,1,0,1,7,627.574
0.4,0,1,0,1,8,627.607
0.4,0,1,0,1,9,627.62
0.4,0,1,0,1,10,627.647
0.4,0,1,0,1,20,627.678
0.4,0,1,0,1,30,627.686
0.4,0,1,0,1,40,627.689
0.4,0,1,0,1,50,627.691
0.4,1,1,0,1,1,621.007
0.4,1,1,0,1,2,622.39
0.4,1,1,0,1,3,622.54
0.4,1,1,0,1,4,622.603
0.4,1,1,0,1,5,622.629
0.4,1,1,0,1,6,622.651
0.4,1,1,0,1,7,622.658
0.4,1,1,0,1,8,622.661
0.4,1,1,0,1,9,622.665
0.4,1,1,0,1,10,622.667
0.4,1,1,0,1,20,622.674
0.4,1,1,0,1,30,622.675
0.4,1,1,0,1,40,622.628
0.4,1,1,0,1,50,622.64
0.4,10,1,0,1,1,569.235
0.4,10,1,0,1,2,569.237
0.4,10,1,0,1,3,569.237
0.4,10,1,0,1,4,569.237
0.4,10,1,0,1,5,569.237
0.4,10,1,0,1,6,569.237
0.4,10,1,0,1,7,569.238
0.4,10,1,0,1,8,569.238
0.4,10,1,0,1,9,569.238
0.4,10,1,0,1,10,569.238
0.4,10,1,0,1,20,569.238
0.4,10,1,0,1,30,569.238
0.4,10,1,0,1,40,569.238
0.4,10,1,0,1,50,569.238
0.4,0,1,5,1,1,649.877
0.4,0,1,5,1,2,649.891
0.4,0,1,5,1,3,649.894
0.4,0,1,5,1,4,649.893
0.4,0,1,5,1,5,649.894
0.4,0,1,5,1,6,649.895
0.4,0,1,5,1,7,649.895
0.4,0,1,5,1,8,649.85
0.4,0,1,5,1,9,649.856
0.4,0,1,5,1,10,649.861
0.4,0,1,5,1,20,649.88
0.4,0,1,5,1,30,649.885
0.4,0,1,5,1,40,649.888
0.4,0,1,5,1,50,649.89
0.4,1,1,5,1,1,634.271
0.4,1,1,5,1,2,634.274
0.4,1,1,5,1,3,634.275
0.4,1,1,5,1,4,634.275
0.4,1,1,5,1,5,634.276
0.4,1,1,5,1,6,634.276
0.4,1,1,5,1,7,634.276
0.4,1,1,5,1,8,634.276
0.4,1,1,5,1,9,634.276
0.4,1,1,5,1,10,634.276
0.4,1,1,5,1,20,634.276
0.4,1,1,5,1,30,634.276
0.4,1,1,5,1,40,634.277
0.4,1,1,5,1,50,634.277
0.4,10,1,5,1,1,317.363
0.4,10,1,5,1,2,317.363
0.4,10,1,5,1,3,317.363
0.4,10,1,5,1,4,317.363
0.4,10,1,5,1,5,317.363
0.4,10,1,5,1,6,317.363
0.4,10,1,5,1,7,317.363
0.4,10,1,5,1,8,317.363
0.4,10,1,5,1,9,317.363
0.4,10,1,5,1,10,317.363
0.4,10,1,5,1,20,317.363
0.4,10,1,5,1,30,317.363
0.4,10,1,5,1,40,317.363
0.4,10,1,5,1,50,317.363
0.4,0,1,10,1,1,620.501
0.4,0,1,10,1,2,620.511
0.4,0,1,10,1,3,620.514
0.4,0,1,10,1,4,620.515
0.4,0,1,10,1,5,620.516
0.4,0,1,10,1,6,620.517
0.4,0,1,10,1,7,620.517
0.4,0,1,10,1,8,620.517
0.4,0,1,10,1,9,620.518
0.4,0,1,10,1,10,620.518
0.4,0,1,10,1,20,620.519
0.4,0,1,10,1,30,620.519
0.4,0,1,10,1,40,620.519
0.4,0,1,10,1,50,620.519
0.4,1,1,10,1,1,560.64
0.4,1,1,10,1,2,560.64
0.4,1,1,10,1,3,560.64
0.4,1,1,10,1,4,560.64
0.4,1,1,10,1,5,560.64
0.4,1,1,10,1,6,560.64
0.4,1,1,10,1,7,560.64
0.4,1,1,10,1,8,560.64
0.4,1,1,10,1,9,560.64
0.4,1,1,10,1,10,560.64
0.4,1,1,10,1,20,560.64
0.4,1,1,10,1,30,560.64
0.4,1,1,10,1,40,560.64
0.4,1,1,10,1,50,560.64
0.4,10,1,10,1,1,157.692
0.4,10,1,10,1,2,157.692
0.4,10,1,10,1,3,157.692
0.4,10,1,10,1,4,157.692
0.4,10,1,10,1,5,157.692
0.4,10,1,10,1,6,157.692
0.4,10,1,10,1,7,157.692
0.4,10,1,10,1,8,157.692
0.4,10,1,10,1,9,157.692
0.4,10,1,10,1,10,157.692
0.4,10,1,10,1,20,157.692
0.4,10,1,10,1,30,157.692
0.4,10,1,10,1,40,157.692
0.4,10,1,10,1,50,157.692
0.4,0,1,0,1,1,379.029
0.4,0,1,0,1,2,399.891
0.4,0,1,0,1,3,419.277
0.4,0,1,0,1,4,441.186
0.4,0,1,0,1,5,464.586
0.4,0,1,0,1,6,486.118
0.4,0,1,0,1,7,500.611
0.4,0,1,0,1,8,509.953
0.4,0,1,0,1,9,515.864
0.4,0,1,0,1,10,519.444
0.4,0,1,0,1,20,528.528
0.4,0,1,0,1,30,529.324
0.4,0,1,0,1,40,529.621
0.4,0,1,0,1,50,529.701
0.4,1,1,0,1,1,503.647
0.4,1,1,0,1,2,508.483
0.4,1,1,0,1,3,514.167
0.4,1,1,0,1,4,518.378
0.4,1,1,0,1,5,520.3
0.4,1,1,0,1,6,521.194
0.4,1,1,0,1,7,521.63
0.4,1,1,0,1,8,521.92
0.4,1,1,0,1,9,522.087
0.4,1,1,0,1,10,522.189
0.4,1,1,0,1,20,521.912
0.4,1,1,0,1,30,521.892
0.4,1,1,0,1,40,521.887
0.4,1,1,0,1,50,521.885
0.4,10,1,0,1,1,398.093
0.4,10,1,0,1,2,398.104
0.4,10,1,0,1,3,398.108
0.4,10,1,0,1,4,398.109
0.4,10,1,0,1,5,398.11
0.4,10,1,0,1,6,398.111
0.4,10,1,0,1,7,398.111
0.4,10,1,0,1,8,398.112
0.4,10,1,0,1,9,398.112
0.4,10,1,0,1,10,398.112
0.4,10,1,0,1,20,398.113
0.4,10,1,0,1,30,398.113
0.4,10,1,0,1,40,398.113
0.4,10,1,0,1,50,398.113
0.4,0,1,5,1,1,583.877
0.4,0,1,5,1,2,584.004
0.4,0,1,5,1,3,584.018
0.4,0,1,5,1,4,584.023
0.4,0,1,5,1,5,584.025
0.4,0,1,5,1,6,584.026
0.4,0,1,5,1,7,584.027
0.4,0,1,5,1,8,584.028
0.4,0,1,5,1,9,584.028
0.4,0,1,5,1,10,584.029
0.4,0,1,5,1,20,584
0.4,0,1,5,1,30,584.011
0.4,0,1,5,1,40,584.017
0.4,0,1,5,1,50,584.02
0.4,1,1,5,1,1,572.648
0.4,1,1,5,1,2,572.659
0.4,1,1,5,1,3,572.662
0.4,1,1,5,1,4,572.663
0.4,1,1,5,1,5,572.664
0.4,1,1,5,1,6,572.665
0.4,1,1,5,1,7,572.665
0.4,1,1,5,1,8,572.665
0.4,1,1,5,1,9,572.666
0.4,1,1,5,1,10,572.666
0.4,1,1,5,1,20,572.667
0.4,1,1,5,1,30,572.667
0.4,1,1,5,1,40,572.667
0.4,1,1,5,1,50,572.667
0.4,10,1,5,1,1,386.264
0.4,10,1,5,1,2,386.264
0.4,10,1,5,1,3,386.264
0.4,10,1,5,1,4,386.264
0.4,10,1,5,1,5,386.264
0.4,10,1,5,1,6,386.264
0.4,10,1,5,1,7,386.264
0.4,10,1,5,1,8,386.264
0.4,10,1,5,1,9,386.264
0.4,10,1,5,1,10,386.264
0.4,10,1,5,1,20,386.264
0.4,10,1,5,1,30,386.264
0.4,10,1,5,1,40,386.264
0.4,10,1,5,1,50,386.264
0.4,0,1,10,1,1,588.909
0.4,0,1,10,1,2,588.934
0.4,0,1,10,1,3,588.941
0.4,0,1,10,1,4,588.944
0.4,0,1,10,1,5,588.946
0.4,0,1,10,1,6,588.948
0.4,0,1,10,1,7,588.948
0.4,0,1,10,1,8,588.949
0.4,0,1,10,1,9,588.95
0.4,0,1,10,1,10,588.951
0.4,0,1,10,1,20,588.952
0.4,0,1,10,1,30,588.953
0.4,0,1,10,1,40,588.953
0.4,0,1,10,1,50,588.953
0.4,1,1,10,1,1,558.303
0.4,1,1,10,1,2,558.303
0.4,1,1,10,1,3,558.303
0.4,1,1,10,1,4,558.303
0.4,1,1,10,1,5,558.304
0.4,1,1,10,1,6,558.304
0.4,1,1,10,1,7,558.304
0.4,1,1,10,1,8,558.304
0.4,1,1,10,1,9,558.304
0.4,1,1,10,1,10,558.304
0.4,1,1,10,1,20,558.304
0.4,1,1,10,1,30,558.304
0.4,1,1,10,1,40,558.304
0.4,1,1,10,1,50,558.304
0.4,10,1,10,1,1,121.202
0.4,10,1,10,1,2,121.202
0.4,10,1,10,1,3,121.202
0.4,10,1,10,1,4,121.202
0.4,10,1,10,1,5,121.202
0.4,10,1,10,1,6,121.202
0.4,10,1,10,1,7,121.202
0.4,10,1,10,1,8,121.202
0.4,10,1,10,1,9,121.202
0.4,10,1,10,1,10,121.202
0.4,10,1,10,1,20,121.202
0.4,10,1,10,1,30,121.202
0.4,10,1,10,1,40,121.202
0.4,10,1,10,1,50,121.202
0.4,0,1,0,3,1,242.655
0.4,0,1,0,3,2,246.045
0.4,0,1,0,3,3,248.09
0.4,0,1,0,3,4,249.496
0.4,0,1,0,3,5,250.761
0.4,0,1,0,3,6,251.606
0.4,0,1,0,3,7,252.488
0.4,0,1,0,3,8,253.256
0.4,0,1,0,3,9,253.933
0.4,0,1,0,3,10,254.548
0.4,0,1,0,3,20,442.789
0.4,0,1,0,3,30,545.046
0.4,0,1,0,3,40,569.145
0.4,0,1,0,3,50,578.414
0.4,1,1,0,3,1,256.445
0.4,1,1,0,3,2,260.215
0.4,1,1,0,3,3,262.21
0.4,1,1,0,3,4,270.168
0.4,1,1,0,3,5,333.619
0.4,1,1,0,3,6,420.092
0.4,1,1,0,3,7,486.309
0.4,1,1,0,3,8,527.543
0.4,1,1,0,3,9,551.406
0.4,1,1,0,3,10,566.479
0.4,1,1,0,3,20,599.551
0.4,1,1,0,3,30,602.87
0.4,1,1,0,3,40,603.761
0.4,1,1,0,3,50,604.119
0.4,10,1,0,3,1,285.616
0.4,10,1,0,3,2,447.396
0.4,10,1,0,3,3,473.341
0.4,10,1,0,3,4,479.277
0.4,10,1,0,3,5,481.341
0.4,10,1,0,3,6,482.238
0.4,10,1,0,3,7,482.734
0.4,10,1,0,3,8,483.003
0.4,10,1,0,3,9,483.177
0.4,10,1,0,3,10,483.303
0.4,10,1,0,3,20,483.627
0.4,10,1,0,3,30,483.678
0.4,10,1,0,3,40,483.666
0.4,10,1,0,3,50,483.679
0.4,0,1,5,3,1,252.244
0.4,0,1,5,3,2,251.623
0.4,0,1,5,3,3,270.949
0.4,0,1,5,3,4,368.683
0.4,0,1,5,3,5,471.165
0.4,0,1,5,3,6,532.685
0.4,0,1,5,3,7,563.128
0.4,0,1,5,3,8,579.211
0.4,0,1,5,3,9,588.94
0.4,0,1,5,3,10,594.57
0.4,0,1,5,3,20,607.851
0.4,0,1,5,3,30,609.25
0.4,0,1,5,3,40,609.653
0.4,0,1,5,3,50,609.816
0.4,1,1,5,3,1,525.281
0.4,1,1,5,3,2,561.554
0.4,1,1,5,3,3,564.892
0.4,1,1,5,3,4,565.768
0.4,1,1,5,3,5,566.065
0.4,1,1,5,3,6,566.228
0.4,1,1,5,3,7,566.322
0.4,1,1,5,3,8,566.377
0.4,1,1,5,3,9,566.416
0.4,1,1,5,3,10,566.45
0.4,1,1,5,3,20,566.515
0.4,1,1,5,3,30,566.533
0.4,1,1,5,3,40,566.539
0.4,1,1,5,3,50,566.543
0.4,10,1,5,3,1,260.179
0.4,10,1,5,3,2,260.165
0.4,10,1,5,3,3,260.172
0.4,10,1,5,3,4,260.174
0.4,10,1,5,3,5,260.176
0.4,10,1,5,3,6,260.176
0.4,10,1,5,3,7,260.177
0.4,10,1,5,3,8,260.177
0.4,10,1,5,3,9,260.177
0.4,10,1,5,3,10,260.178
0.4,10,1,5,3,20,260.178
0.4,10,1,5,3,30,260.179
0.4,10,1,5,3,40,260.179
0.4,10,1,5,3,50,260.179
0.4,0,1,10,3,1,305.433
0.4,0,1,10,3,2,511.327
0.4,0,1,10,3,3,552.234
0.4,0,1,10,3,4,561.245
0.4,0,1,10,3,5,564.228
0.4,0,1,10,3,6,565.691
0.4,0,1,10,3,7,566.374
0.4,0,1,10,3,8,566.662
0.4,0,1,10,3,9,566.984
0.4,0,1,10,3,10,567.17
0.4,0,1,10,3,20,567.686
0.4,0,1,10,3,30,567.781
0.4,0,1,10,3,40,567.789
0.4,0,1,10,3,50,567.803
0.4,1,1,10,3,1,448.973
0.4,1,1,10,3,2,449.124
0.4,1,1,10,3,3,449.136
0.4,1,1,10,3,4,449.148
0.4,1,1,10,3,5,449.153
0.4,1,1,10,3,6,449.156
0.4,1,1,10,3,7,449.158
0.4,1,1,10,3,8,449.159
0.4,1,1,10,3,9,449.16
0.4,1,1,10,3,10,449.161
0.4,1,1,10,3,20,449.163
0.4,1,1,10,3,30,449.164
0.4,1,1,10,3,40,449.164
0.4,1,1,10,3,50,449.164
0.4,10,1,10,3,1,186.807
0.4,10,1,10,3,2,186.808
0.4,10,1,10,3,3,186.808
0.4,10,1,10,3,4,186.808
0.4,10,1,10,3,5,186.808
0.4,10,1,10,3,6,186.808
0.4,10,1,10,3,7,186.808
0.4,10,1,10,3,8,186.808
0.4,10,1,10,3,9,186.808
0.4,10,1,10,3,10,186.808
0.4,10,1,10,3,20,186.808
0.4,10,1,10,3,30,186.808
0.4,10,1,10,3,40,186.808
0.4,10,1,10,3,50,186.808
0.4,0,1,0,3,1,529.067
0.4,0,1,0,3,2,572.572
0.4,0,1,0,3,3,577.057
0.4,0,1,0,3,4,578.211
0.4,0,1,0,3,5,578.684
0.4,0,1,0,3,6,578.912
0.4,0,1,0,3,7,579.056
0.4,0,1,0,3,8,579.142
0.4,0,1,0,3,9,579.196
0.4,0,1,0,3,10,579.226
0.4,0,1,0,3,20,579.318
0.4,0,1,0,3,30,579.342
0.4,0,1,0,3,40,579.352
0.4,0,1,0,3,50,579.356
0.4,1,1,0,3,1,567.355
0.4,1,1,0,3,2,570.293
0.4,1,1,0,3,3,570.592
0.4,1,1,0,3,4,570.707
0.4,1,1,0,3,5,570.752
0.4,1,1,0,3,6,570.787
0.4,1,1,0,3,7,570.799
0.4,1,1,0,3,8,570.806
0.4,1,1,0,3,9,570.811
0.4,1,1,0,3,10,570.816
0.4,1,1,0,3,20,570.829
0.4,1,1,0,3,30,570.833
0.4,1,1,0,3,40,570.834
0.4,1,1,0,3,50,570.796
0.4,10,1,0,3,1,501.762
0.4,10,1,0,3,2,501.766
0.4,10,1,0,3,3,501.767
0.4,10,1,0,3,4,501.768
0.4,10,1,0,3,5,501.768
0.4,10,1,0,3,6,501.768
0.4,10,1,0,3,7,501.768
0.4,10,1,0,3,8,501.769
0.4,10,1,0,3,9,501.769
0.4,10,1,0,3,10,501.769
0.4,10,1,0,3,20,501.769
0.4,10,1,0,3,30,501.769
0.4,10,1,0,3,40,501.769
0.4,10,1,0,3,50,501.769
0.4,0,1,5,3,1,586.911
0.4,0,1,5,3,2,586.91
0.4,0,1,5,3,3,586.911
0.4,0,1,5,3,4,586.911
0.4,0,1,5,3,5,586.911
0.4,0,1,5,3,6,586.911
0.4,0,1,5,3,7,586.912
0.4,0,1,5,3,8,586.912
0.4,0,1,5,3,9,586.912
0.4,0,1,5,3,10,586.87
0.4,0,1,5,3,20,586.893
0.4,0,1,5,3,30,586.9
0.4,0,1,5,3,40,586.903
0.4,0,1,5,3,50,586.905
0.4,1,1,5,3,1,568.638
0.4,1,1,5,3,2,568.643
0.4,1,1,5,3,3,568.645
0.4,1,1,5,3,4,568.646
0.4,1,1,5,3,5,568.646
0.4,1,1,5,3,6,568.647
0.4,1,1,5,3,7,568.647
0.4,1,1,5,3,8,568.647
0.4,1,1,5,3,9,568.647
0.4,1,1,5,3,10,568.647
0.4,1,1,5,3,20,568.648
0.4,1,1,5,3,30,568.648
0.4,1,1,5,3,40,568.648
0.4,1,1,5,3,50,568.648
0.4,10,1,5,3,1,385.035
0.4,10,1,5,3,2,385.035
0.4,10,1,5,3,3,385.035
0.4,10,1,5,3,4,385.035
0.4,10,1,5,3,5,385.035
0.4,10,1,5,3,6,385.035
0.4,10,1,5,3,7,385.035
0.4,10,1,5,3,8,385.035
0.4,10,1,5,3,9,385.035
0.4,10,1,5,3,10,385.035
0.4,10,1,5,3,20,385.035
0.4,10,1,5,3,30,385.035
0.4,10,1,5,3,40,385.035
0.4,10,1,5,3,50,385.035
0.4,0,1,10,3,1,531.866
0.4,0,1,10,3,2,531.881
0.4,0,1,10,3,3,531.885
0.4,0,1,10,3,4,531.888
0.4,0,1,10,3,5,531.889
0.4,0,1,10,3,6,531.889
0.4,0,1,10,3,7,531.89
0.4,0,1,10,3,8,531.891
0.4,0,1,10,3,9,531.891
0.4,0,1,10,3,10,531.891
0.4,0,1,10,3,20,531.892
0.4,0,1,10,3,30,531.893
0.4,0,1,10,3,40,531.893
0.4,0,1,10,3,50,531.893
0.4,1,1,10,3,1,474.008
0.4,1,1,10,3,2,474.008
0.4,1,1,10,3,3,474.008
0.4,1,1,10,3,4,474.008
0.4,1,1,10,3,5,474.008
0.4,1,1,10,3,6,474.008
0.4,1,1,10,3,7,474.008
0.4,1,1,10,3,8,474.008
0.4,1,1,10,3,9,474.008
0.4,1,1,10,3,10,474.008
0.4,1,1,10,3,20,474.008
0.4,1,1,10,3,30,474.008
0.4,1,1,10,3,40,474.008
0.4,1,1,10,3,50,474.008
0.4,10,1,10,3,1,148.037
0.4,10,1,10,3,2,148.037
0.4,10,1,10,3,3,148.037
0.4,10,1,10,3,4,148.037
0.4,10,1,10,3,5,148.037
0.4,10,1,10,3,6,148.037
0.4,10,1,10,3,7,148.037
0.4,10,1,10,3,8,148.037
0.4,10,1,10,3,9,148.037
0.4,10,1,10,3,10,148.037
0.4,10,1,10,3,20,148.037
0.4,10,1,10,3,30,148.037
0.4,10,1,10,3,40,148.037
0.4,10,1,10,3,50,148.037
0.4,0,1,0,3,1,489.805
0.4,0,1,0,3,2,507.365
0.4,0,1,0,3,3,510.132
0.4,0,1,0,3,4,510.411
0.4,0,1,0,3,5,510.509
0.4,0,1,0,3,6,510.556
0.4,0,1,0,3,7,510.599
0.4,0,1,0,3,8,510.632
0.4,0,1,0,3,9,510.649
0.4,0,1,0,3,10,510.643
0.4,0,1,0,3,20,510.692
0.4,0,1,0,3,30,510.699
0.4,0,1,0,3,40,510.703
0.4,0,1,0,3,50,510.692
0.4,1,1,0,3,1,497.337
0.4,1,1,0,3,2,500.773
0.4,1,1,0,3,3,500.815
0.4,1,1,0,3,4,500.837
0.4,1,1,0,3,5,500.847
0.4,1,1,0,3,6,500.859
0.4,1,1,0,3,7,500.873
0.4,1,1,0,3,8,500.877
0.4,1,1,0,3,9,500.881
0.4,1,1,0,3,10,500.883
0.4,1,1,0,3,20,500.892
0.4,1,1,0,3,30,500.895
0.4,1,1,0,3,40,500.896
0.4,1,1,0,3,50,500.862
0.4,10,1,0,3,1,285.616
0.4,10,1,0,3,2,447.396
0.4,10,1,0,3,3,473.341
0.4,10,1,0,3,4,479.277
0.4,10,1,0,3,5,481.341
0.4,10,1,0,3,6,482.238
0.4,10,1,0,3,7,482.734
0.4,10,1,0,3,8,483.003
0.4,10,1,0,3,9,483.177
0.4,10,1,0,3,10,483.303
0.4,10,1,0,3,20,483.627
0.4,10,1,0,3,30,483.678
0.4,10,1,0,3,40,483.666
0.4,10,1,0,3,50,483.679
0.4,0,1,5,3,1,473.824
0.4,0,1,5,3,2,475.812
0.4,0,1,5,3,3,476.018
0.4,0,1,5,3,4,476.092
0.4,0,1,5,3,5,476.118
0.4,0,1,5,3,6,476.132
0.4,0,1,5,3,7,476.146
0.4,0,1,5,3,8,476.15
0.4,0,1,5,3,9,476.152
0.4,0,1,5,3,10,476.154
0.4,0,1,5,3,20,476.162
0.4,0,1,5,3,30,476.162
0.4,0,1,5,3,40,476.163
0.4,0,1,5,3,50,476.132
0.4,1,1,5,3,1,434.036
0.4,1,1,5,3,2,434.038
0.4,1,1,5,3,3,434.008
0.4,1,1,5,3,4,434.017
0.4,1,1,5,3,5,434.022
0.4,1,1,5,3,6,434.025
0.4,1,1,5,3,7,434.027
0.4,1,1,5,3,8,434.029
0.4,1,1,5,3,9,434.031
0.4,1,1,5,3,10,434.031
0.4,1,1,5,3,20,434.036
0.4,1,1,5,3,30,434.037
0.4,1,1,5,3,40,434.038
0.4,1,1,5,3,50,434.038
0.4,10,1,5,3,1,255.626
0.4,10,1,5,3,2,255.626
0.4,10,1,5,3,3,255.626
0.4,10,1,5,3,4,255.626
0.4,10,1,5,3,5,255.626
0.4,10,1,5,3,6,255.626
0.4,10,1,5,3,7,255.626
0.4,10,1,5,3,8,255.626
0.4,10,1,5,3,9,255.626
0.4,10,1,5,3,10,255.626
0.4,10,1,5,3,20,255.626
0.4,10,1,5,3,30,255.626
0.4,10,1,5,3,40,255.626
0.4,10,1,5,3,50,255.626
0.4,0,1,10,3,1,489.335
0.4,0,1,10,3,2,489.334
0.4,0,1,10,3,3,489.298
0.4,0,1,10,3,4,489.308
0.4,0,1,10,3,5,489.314
0.4,0,1,10,3,6,489.318
0.4,0,1,10,3,7,489.32
0.4,0,1,10,3,8,489.322
0.4,0,1,10,3,9,489.323
0.4,0,1,10,3,10,489.324
0.4,0,1,10,3,20,489.329
0.4,0,1,10,3,30,489.331
0.4,0,1,10,3,40,489.331
0.4,0,1,10,3,50,489.332
0.4,1,1,10,3,1,419.647
0.4,1,1,10,3,2,419.648
0.4,1,1,10,3,3,419.648
0.4,1,1,10,3,4,419.648
0.4,1,1,10,3,5,419.648
0.4,1,1,10,3,6,419.648
0.4,1,1,10,3,7,419.648
0.4,1,1,10,3,8,419.648
0.4,1,1,10,3,9,419.648
0.4,1,1,10,3,10,419.648
0.4,1,1,10,3,20,419.648
0.4,1,1,10,3,30,419.648
0.4,1,1,10,3,40,419.648
0.4,1,1,10,3,50,419.648
0.4,10,1,10,3,1,115.798
0.4,10,1,10,3,2,115.798
0.4,10,1,10,3,3,115.798
0.4,10,1,10,3,4,115.798
0.4,10,1,10,3,5,115.798
0.4,10,1,10,3,6,115.798
0.4,10,1,10,3,7,115.798
0.4,10,1,10,3,8,115.798
0.4,10,1,10,3,9,115.798
0.4,10,1,10,3,10,115.798
0.4,10,1,10,3,20,115.798
0.4,10,1,10,3,30,115.798
0.4,10,1,10,3,40,115.798
0.4,10,1,10,3,50,115.798
0.4,0,3,0,0,1,259.784
0.4,0,3,0,0,2,270.431
0.4,0,3,0,0,3,283.439
0.4,0,3,0,0,4,328.062
0.4,0,3,0,0,5,361.892
0.4,0,3,0,0,6,391.984
0.4,0,3,0,0,7,420.733
0.4,0,3,0,0,8,452.406
0.4,0,3,0,0,9,484.02
0.4,0,3,0,0,10,514.375
0.4,0,3,0,0,20,662.01
0.4,0,3,0,0,30,681.179
0.4,0,3,0,0,40,686.245
0.4,0,3,0,0,50,688.172
0.4,1,3,0,0,1,351.206
0.4,1,3,0,0,2,440.823
0.4,1,3,0,0,3,509.187
0.4,1,3,0,0,4,578.519
0.4,1,3,0,0,5,631.357
0.4,1,3,0,0,6,658.429
0.4,1,3,0,0,7,674.549
0.4,1,3,0,0,8,683.622
0.4,1,3,0,0,9,688.489
0.4,1,3,0,0,10,691.995
0.4,1,3,0,0,20,700.452
0.4,1,3,0,0,30,701.771
0.4,1,3,0,0,40,702.036
0.4,1,3,0,0,50,702.153
0.4,10,3,0,0,1,558.943
0.4,10,3,0,0,2,559.04
0.4,10,3,0,0,3,559.064
0.4,10,3,0,0,4,559.052
0.4,10,3,0,0,5,559.062
0.4,10,3,0,0,6,559.068
0.4,10,3,0,0,7,559.073
0.4,10,3,0,0,8,559.076
0.4,10,3,0,0,9,559.078
0.4,10,3,0,0,10,559.08
0.4,10,3,0,0,20,559.087
0.4,10,3,0,0,30,559.09
0.4,10,3,0,0,40,559.091
0.4,10,3,0,0,50,559.092
0.4,0,3,5,0,1,475.126
0.4,0,3,5,0,2,654.382
0.4,0,3,5,0,3,676.318
0.4,0,3,5,0,4,682.401
0.4,0,3,5,0,5,684.634
0.4,0,3,5,0,6,685.846
0.4,0,3,5,0,7,686.545
0.4,0,3,5,0,8,686.931
0.4,0,3,5,0,9,687.349
0.4,0,3,5,0,10,687.495
0.4,0,3,5,0,20,687.925
0.4,0,3,5,0,30,688.01
0.4,0,3,5,0,40,688.042
0.4,0,3,5,0,50,688.058
0.4,1,3,5,0,1,628.221
0.4,1,3,5,0,2,628.425
0.4,1,3,5,0,3,628.467
0.4,1,3,5,0,4,628.454
0.4,1,3,5,0,5,628.468
0.4,1,3,5,0,6,628.477
0.4,1,3,5,0,7,628.483
0.4,1,3,5,0,8,628.487
0.4,1,3,5,0,9,628.491
0.4,1,3,5,0,10,628.493
0.4,1,3,5,0,20,628.503
0.4,1,3,5,0,30,628.507
0.4,1,3,5,0,40,628.508
0.4,1,3,5,0,50,628.509
0.4,10,3,5,0,1,182.38
0.4,10,3,5,0,2,182.381
0.4,10,3,5,0,3,182.381
0.4,10,3,5,0,4,182.381
0.4,10,3,5,0,5,182.381
0.4,10,3,5,0,6,182.381
0.4,10,3,5,0,7,182.381
0.4,10,3,5,0,8,182.381
0.4,10,3,5,0,9,182.381
0.4,10,3,5,0,10,182.381
0.4,10,3,5,0,20,182.381
0.4,10,3,5,0,30,182.381
0.4,10,3,5,0,40,182.381
0.4,10,3,5,0,50,182.381
0.4,0,3,10,0,1,592.452
0.4,0,3,10,0,2,599.983
0.4,0,3,10,0,3,600.817
0.4,0,3,10,0,4,601.026
0.4,0,3,10,0,5,601.132
0.4,0,3,10,0,6,601.186
0.4,0,3,10,0,7,601.21
0.4,0,3,10,0,8,601.241
0.4,0,3,10,0,9,601.251
0.4,0,3,10,0,10,601.243
0.4,0,3,10,0,20,601.28
0.4,0,3,10,0,30,601.287
0.4,0,3,10,0,40,601.291
0.4,0,3,10,0,50,601.293
0.4,1,3,10,0,1,438.399
0.4,1,3,10,0,2,438.407
0.4,1,3,10,0,3,438.408
0.4,1,3,10,0,4,438.409
0.4,1,3,10,0,5,438.409
0.4,1,3,10,0,6,438.409
0.4,1,3,10,0,7,438.409
0.4,1,3,10,0,8,438.409
0.4,1,3,10,0,9,438.41
0.4,1,3,10,0,10,438.41
0.4,1,3,10,0,20,438.41
0.4,1,3,10,0,30,438.41
0.4,1,3,10,0,40,438.41
0.4,1,3,10,0,50,438.41
0.4,10,3,10,0,1,105.396
0.4,10,3,10,0,2,105.396
0.4,10,3,10,0,3,105.396
0.4,10,3,10,0,4,105.396
0.4,10,3,10,0,5,105.396
0.4,10,3,10,0,6,105.396
0.4,10,3,10,0,7,105.396
0.4,10,3,10,0,8,105.396
0.4,10,3,10,0,9,105.396
0.4,10,3,10,0,10,105.396
0.4,10,3,10,0,20,105.396
0.4,10,3,10,0,30,105.396
0.4,10,3,10,0,40,105.396
0.4,10,3,10,0,50,105.396
0.4,0,3,0,0,1,599.83
0.4,0,3,0,0,2,671.979
0.4,0,3,0,0,3,680.226
0.4,0,3,0,0,4,682.714
0.4,0,3,0,0,5,683.584
0.4,0,3,0,0,6,684.093
0.4,0,3,0,0,7,684.508
0.4,0,3,0,0,8,684.629
0.4,0,3,0,0,9,684.71
0.4,0,3,0,0,10,684.766
0.4,0,3,0,0,20,684.944
0.4,0,3,0,0,30,684.981
0.4,0,3,0,0,40,684.995
0.4,0,3,0,0,50,685.002
0.4,1,3,0,0,1,663.923
0.4,1,3,0,0,2,673.017
