C,Cr,Mn,Ni,Si,CR,Hardness
0.1,0,3,0,0,2,330.868
0.1,0,3,0,0,3,341.993
0.1,0,3,0,0,4,352.463
0.1,0,3,0,0,5,359.31
0.1,0,3,0,0,6,362.598
0.1,0,3,0,0,7,364.353
0.1,0,3,0,0,8,365.213
0.1,0,3,0,0,9,365.912
0.1,0,3,0,0,10,366.284
0.1,0,3,0,0,20,366.892
0.1,0,3,0,0,30,366.993
0.1,0,3,0,0,40,367.015
0.1,0,3,0,0,50,367.025
0.1,1,3,0,0,1,360.01
0.1,1,3,0,0,2,365.487
0.1,1,3,0,0,3,369.1
0.1,1,3,0,0,4,370.2
0.1,1,3,0,0,5,370.445
0.1,1,3,0,0,6,370.385
0.1,1,3,0,0,7,370.371
0.1,1,3,0,0,8,370.352
0.1,1,3,0,0,9,370.351
0.1,1,3,0,0,10,370.354
0.1,1,3,0,0,20,370.366
0.1,1,3,0,0,30,370.368
0.1,1,3,0,0,40,370.369
0.1,1,3,0,0,50,370.369
0.1,10,3,0,0,1,380.36
0.1,10,3,0,0,2,380.363
0.1,10,3,0,0,3,380.364
0.1,10,3,0,0,4,380.364
0.1,10,3,0,0,5,380.364
0.1,10,3,0,0,6,380.365
0.1,10,3,0,0,7,380.365
0.1,10,3,0,0,8,380.365
0.1,10,3,0,0,9,380.365
0.1,10,3,0,0,10,380.365
0.1,10,3,0,0,20,380.365
0.1,10,3,0,0,30,380.365
0.1,10,3,0,0,40,380.365
0.1,10,3,0,0,50,380.365
0.1,0,3,5,0,1,401.501
0.1,0,3,5,0,2,401.772
0.1,0,3,5,0,3,401.814
0.1,0,3,5,0,4,401.822
0.1,0,3,5,0,5,401.826
0.1,0,3,5,0,6,401.829
0.1,0,3,5,0,7,401.83
0.1,0,3,5,0,8,401.831
0.1,0,3,5,0,9,401.832
0.1,0,3,5,0,10,401.832
0.1,0,3,5,0,20,401.834
0.1,0,3,5,0,30,401.813
0.1,0,3,5,0,40,401.819
0.1,0,3,5,0,50,401.822
0.1,1,3,5,0,1,401.455
0.1,1,3,5,0,2,401.428
0.1,1,3,5,0,3,401.438
0.1,1,3,5,0,4,401.443
0.1,1,3,5,0,5,401.446
0.1,1,3,5,0,6,401.448
0.1,1,3,5,0,7,401.449
0.1,1,3,5,0,8,401.45
0.1,1,3,5,0,9,401.451
0.1,1,3,5,0,10,401.451
0.1,1,3,5,0,20,401.454
0.1,1,3,5,0,30,401.455
0.1,1,3,5,0,40,401.455
0.1,1,3,5,0,50,401.455
0.1,10,3,5,0,1,305.484
0.1,10,3,5,0,2,305.484
0.1,10,3,5,0,3,305.484
0.1,10,3,5,0,4,305.484
0.1,10,3,5,0,5,305.484
0.1,10,3,5,0,6,305.484
0.1,10,3,5,0,7,305.484
0.1,10,3,5,0,8,305.484
0.1,10,3,5,0,9,305.484
0.1,10,3,5,0,10,305.484
0.1,10,3,5,0,20,305.484
0.1,10,3,5,0,30,305.484
0.1,10,3,5,0,40,305.484
0.1,10,3,5,0,50,305.484
0.1,0,3,10,0,1,419.411
0.1,0,3,10,0,2,419.384
0.1,0,3,10,0,3,419.394
0.1,0,3,10,0,4,419.398
0.1,0,3,10,0,5,419.4
0.1,0,3,10,0,6,419.402
0.1,0,3,10,0,7,419.403
0.1,0,3,10,0,8,419.404
0.1,0,3,10,0,9,419.405
0.1,0,3,10,0,10,419.405
0.1,0,3,10,0,20,419.407
0.1,0,3,10,0,30,419.408
0.1,0,3,10,0,40,419.409
0.1,0,3,10,0,50,419.409
0.1,1,3,10,0,1,402.32
0.1,1,3,10,0,2,402.321
0.1,1,3,10,0,3,402.321
0.1,1,3,10,0,4,402.321
0.1,1,3,10,0,5,402.321
0.1,1,3,10,0,6,402.321
0.1,1,3,10,0,7,402.321
0.1,1,3,10,0,8,402.321
0.1,1,3,10,0,9,402.321
0.1,1,3,10,0,10,402.321
0.1,1,3,10,0,20,402.321
0.1,1,3,10,0,30,402.321
0.1,1,3,10,0,40,402.321
0.1,1,3,10,0,50,402.321
0.1,10,3,10,0,1,117.573
0.1,10,3,10,0,2,117.573
0.1,10,3,10,0,3,117.573
0.1,10,3,10,0,4,117.573
0.1,10,3,10,0,5,117.573
0.1,10,3,10,0,6,117.573
0.1,10,3,10,0,7,117.573
0.1,10,3,10,0,8,117.573
0.1,10,3,10,0,9,117.573
0.1,10,3,10,0,10,117.573
0.1,10,3,10,0,20,117.573
0.1,10,3,10,0,30,117.573
0.1,10,3,10,0,40,117.573
0.1,10,3,10,0,50,117.573
0.1,0,3,0,0,1,326.994
0.1,0,3,0,0,2,332.816
0.1,0,3,0,0,3,335.061
0.1,0,3,0,0,4,335.644
0.1,0,3,0,0,5,335.62
0.1,0,3,0,0,6,335.611
0.1,0,3,0,0,7,335.599
0.1,0,3,0,0,8,335.603
0.1,0,3,0,0,9,335.609
0.1,0,3,0,0,10,335.609
0.1,0,3,0,0,20,335.62
0.1,0,3,0,0,30,335.621
0.1,0,3,0,0,40,335.622
0.1,0,3,0,0,50,335.623
0.1,1,3,0,0,1,335.925
0.1,1,3,0,0,2,339.457
0.1,1,3,0,0,3,339.465
0.1,1,3,0,0,4,339.462
0.1,1,3,0,0,5,339.471
0.1,1,3,0,0,6,339.477
0.1,1,3,0,0,7,339.486
0.1,1,3,0,0,8,339.487
0.1,1,3,0,0,9,339.488
0.1,1,3,0,0,10,339.489
0.1,1,3,0,0,20,339.493
0.1,1,3,0,0,30,339.493
0.1,1,3,0,0,40,339.494
0.1,1,3,0,0,50,339.468
0.1,10,3,0,0,1,479.777
0.1,10,3,0,0,2,479.827
0.1,10,3,0,0,3,479.839
0.1,10,3,0,0,4,479.844
0.1,10,3,0,0,5,479.847
0.1,10,3,0,0,6,479.85
0.1,10,3,0,0,7,479.851
0.1,10,3,0,0,8,479.852
0.1,10,3,0,0,9,479.853
0.1,10,3,0,0,10,479.854
0.1,10,3,0,0,20,479.856
0.1,10,3,0,0,30,479.856
0.1,10,3,0,0,40,479.857
0.1,10,3,0,0,50,479.857
0.1,0,3,5,0,1,318.079
0.1,0,3,5,0,2,318.239
0.1,0,3,5,0,3,318.267
0.1,0,3,5,0,4,318.273
0.1,0,3,5,0,5,318.276
0.1,0,3,5,0,6,318.277
0.1,0,3,5,0,7,318.278
0.1,0,3,5,0,8,318.279
0.1,0,3,5,0,9,318.28
0.1,0,3,5,0,10,318.28
0.1,0,3,5,0,20,318.257
0.1,0,3,5,0,30,318.267
0.1,0,3,5,0,40,318.271
0.1,0,3,5,0,50,318.273
0.1,1,3,5,0,1,319.616
0.1,1,3,5,0,2,319.617
0.1,1,3,5,0,3,319.601
0.1,1,3,5,0,4,319.605
0.1,1,3,5,0,5,319.608
0.1,1,3,5,0,6,319.61
0.1,1,3,5,0,7,319.611
0.1,1,3,5,0,8,319.612
0.1,1,3,5,0,9,319.612
0.1,1,3,5,0,10,319.613
0.1,1,3,5,0,20,319.615
0.1,1,3,5,0,30,319.616
0.1,1,3,5,0,40,319.616
0.1,1,3,5,0,50,319.617
0.1,10,3,5,0,1,274.161
0.1,10,3,5,0,2,274.161
0.1,10,3,5,0,3,274.161
0.1,10,3,5,0,4,274.161
0.1,10,3,5,0,5,274.161
0.1,10,3,5,0,6,274.161
0.1,10,3,5,0,7,274.161
0.1,10,3,5,0,8,274.161
0.1,10,3,5,0,9,274.161
0.1,10,3,5,0,10,274.161
0.1,10,3,5,0,20,274.161
0.1,10,3,5,0,30,274.161
0.1,10,3,5,0,40,274.161
0.1,10,3,5,0,50,274.161
0.1,0,3,10,0,1,342.931
0.1,0,3,10,0,2,342.913
0.1,0,3,10,0,3,342.92
0.1,0,3,10,0,4,342.923
0.1,0,3,10,0,5,342.924
0.1,0,3,10,0,6,342.925
0.1,0,3,10,0,7,342.926
0.1,0,3,10,0,8,342.927
0.1,0,3,10,0,9,342.927
0.1,0,3,10,0,10,342.927
0.1,0,3,10,0,20,342.929
0.1,0,3,10,0,30,342.93
0.1,0,3,10,0,40,342.93
0.1,0,3,10,0,50,342.93
0.1,1,3,10,0,1,332.541
0.1,1,3,10,0,2,332.542
0.1,1,3,10,0,3,332.542
0.1,1,3,10,0,4,332.542
0.1,1,3,10,0,5,332.542
0.1,1,3,10,0,6,332.542
0.1,1,3,10,0,7,332.542
0.1,1,3,10,0,8,332.543
0.1,1,3,10,0,9,332.543
0.1,1,3,10,0,10,332.543
0.1,1,3,10,0,20,332.543
0.1,1,3,10,0,30,332.543
0.1,1,3,10,0,40,332.543
0.1,1,3,10,0,50,332.543
0.1,10,3,10,0,1,111.812
0.1,10,3,10,0,2,111.812
0.1,10,3,10,0,3,111.812
0.1,10,3,10,0,4,111.812
0.1,10,3,10,0,5,111.812
0.1,10,3,10,0,6,111.812
0.1,10,3,10,0,7,111.812
0.1,10,3,10,0,8,111.812
0.1,10,3,10,0,9,111.812
0.1,10,3,10,0,10,111.812
0.1,10,3,10,0,20,111.812
0.1,10,3,10,0,30,111.812
0.1,10,3,10,0,40,111.812
0.1,10,3,10,0,50,111.812
0.1,0,3,0,1,1,247.117
0.1,0,3,0,1,2,259.391
0.1,0,3,0,1,3,263.196
0.1,0,3,0,1,4,263.374
0.1,0,3,0,1,5,263.585
0.1,0,3,0,1,6,263.888
0.1,0,3,0,1,7,264.274
0.1,0,3,0,1,8,264.744
0.1,0,3,0,1,9,265.257
0.1,0,3,0,1,10,265.805
0.1,0,3,0,1,20,271.07
0.1,0,3,0,1,30,272.465
0.1,0,3,0,1,40,272.819
0.1,0,3,0,1,50,272.964
0.1,1,3,0,1,1,280.204
0.1,1,3,0,1,2,280.607
0.1,1,3,0,1,3,282.372
0.1,1,3,0,1,4,284.546
0.1,1,3,0,1,5,286.349
0.1,1,3,0,1,6,287.351
0.1,1,3,0,1,7,287.866
0.1,1,3,0,1,8,288.202
0.1,1,3,0,1,9,288.388
0.1,1,3,0,1,10,288.516
0.1,1,3,0,1,20,288.615
0.1,1,3,0,1,30,288.528
0.1,1,3,0,1,40,288.512
0.1,1,3,0,1,50,288.505
0.1,10,3,0,1,1,379.815
0.1,10,3,0,1,2,379.843
0.1,10,3,0,1,3,379.85
0.1,10,3,0,1,4,379.852
0.1,10,3,0,1,5,379.854
0.1,10,3,0,1,6,379.855
0.1,10,3,0,1,7,379.855
0.1,10,3,0,1,8,379.856
0.1,10,3,0,1,9,379.856
0.1,10,3,0,1,10,379.857
0.1,10,3,0,1,20,379.858
0.1,10,3,0,1,30,379.858
0.1,10,3,0,1,40,379.858
0.1,10,3,0,1,50,379.858
0.1,0,3,5,1,1,305.451
0.1,0,3,5,1,2,309.267
0.1,0,3,5,1,3,309.626
0.1,0,3,5,1,4,309.701
0.1,0,3,5,1,5,309.735
0.1,0,3,5,1,6,309.761
0.1,0,3,5,1,7,309.762
0.1,0,3,5,1,8,309.775
0.1,0,3,5,1,9,309.78
0.1,0,3,5,1,10,309.786
0.1,0,3,5,1,20,309.807
0.1,0,3,5,1,30,309.811
0.1,0,3,5,1,40,309.812
0.1,0,3,5,1,50,309.813
0.1,1,3,5,1,1,274.178
0.1,1,3,5,1,2,274.206
0.1,1,3,5,1,3,274.213
0.1,1,3,5,1,4,274.216
0.1,1,3,5,1,5,274.217
0.1,1,3,5,1,6,274.218
0.1,1,3,5,1,7,274.218
0.1,1,3,5,1,8,274.219
0.1,1,3,5,1,9,274.219
0.1,1,3,5,1,10,274.219
0.1,1,3,5,1,20,274.208
0.1,1,3,5,1,30,274.213
0.1,1,3,5,1,40,274.215
0.1,1,3,5,1,50,274.216
0.1,10,3,5,1,1,200.677
0.1,10,3,5,1,2,200.677
0.1,10,3,5,1,3,200.677
0.1,10,3,5,1,4,200.677
0.1,10,3,5,1,5,200.677
0.1,10,3,5,1,6,200.677
0.1,10,3,5,1,7,200.677
0.1,10,3,5,1,8,200.677
0.1,10,3,5,1,9,200.677
0.1,10,3,5,1,10,200.677
0.1,10,3,5,1,20,200.677
0.1,10,3,5,1,30,200.677
0.1,10,3,5,1,40,200.677
0.1,10,3,5,1,50,200.677
0.1,0,3,10,1,1,335.675
0.1,0,3,10,1,2,335.67
0.1,0,3,10,1,3,335.683
0.1,0,3,10,1,4,335.687
0.1,0,3,10,1,5,335.669
0.1,0,3,10,1,6,335.673
0.1,0,3,10,1,7,335.677
0.1,0,3,10,1,8,335.68
0.1,0,3,10,1,9,335.682
0.1,0,3,10,1,10,335.684
0.1,0,3,10,1,20,335.69
0.1,0,3,10,1,30,335.692
0.1,0,3,10,1,40,335.693
0.1,0,3,10,1,50,335.694
0.1,1,3,10,1,1,248.251
0.1,1,3,10,1,2,248.257
0.1,1,3,10,1,3,248.259
0.1,1,3,10,1,4,248.26
0.1,1,3,10,1,5,248.261
0.1,1,3,10,1,6,248.261
0.1,1,3,10,1,7,248.261
0.1,1,3,10,1,8,248.261
0.1,1,3,10,1,9,248.261
0.1,1,3,10,1,10,248.261
0.1,1,3,10,1,20,248.262
0.1,1,3,10,1,30,248.262
0.1,1,3,10,1,40,248.262
0.1,1,3,10,1,50,248.262
0.1,10,3,10,1,1,108.063
0.1,10,3,10,1,2,108.063
0.1,10,3,10,1,3,108.063
0.1,10,3,10,1,4,108.063
0.1,10,3,10,1,5,108.063
0.1,10,3,10,1,6,108.063
0.1,10,3,10,1,7,108.063
0.1,10,3,10,1,8,108.063
0.1,10,3,10,1,9,108.063
0.1,10,3,10,1,10,108.063
0.1,10,3,10,1,20,108.063
0.1,10,3,10,1,30,108.063
0.1,10,3,10,1,40,108.063
0.1,10,3,10,1,50,108.063
0.1,0,3,0,1,1,271.122
0.1,0,3,0,1,2,272.637
0.1,0,3,0,1,3,272.569
0.1,0,3,0,1,4,272.5
0.1,0,3,0,1,5,272.49
0.1,0,3,0,1,6,272.487
0.1,0,3,0,1,7,272.485
0.1,0,3,0,1,8,272.484
0.1,0,3,0,1,9,272.484
0.1,0,3,0,1,10,272.484
0.1,0,3,0,1,20,272.484
0.1,0,3,0,1,30,272.484
0.1,0,3,0,1,40,272.464
0.1,0,3,0,1,50,272.469
0.1,1,3,0,1,1,276.053
0.1,1,3,0,1,2,275.844
0.1,1,3,0,1,3,275.832
0.1,1,3,0,1,4,275.829
0.1,1,3,0,1,5,275.828
0.1,1,3,0,1,6,275.827
0.1,1,3,0,1,7,275.827
0.1,1,3,0,1,8,275.827
0.1,1,3,0,1,9,275.827
0.1,1,3,0,1,10,275.827
0.1,1,3,0,1,20,275.806
0.1,1,3,0,1,30,275.814
0.1,1,3,0,1,40,275.818
0.1,1,3,0,1,50,275.82
0.1,10,3,0,1,1,291.291
0.1,10,3,0,1,2,291.291
0.1,10,3,0,1,3,291.291
0.1,10,3,0,1,4,291.291
0.1,10,3,0,1,5,291.291
0.1,10,3,0,1,6,291.291
0.1,10,3,0,1,7,291.291
0.1,10,3,0,1,8,291.291
0.1,10,3,0,1,9,291.291
0.1,10,3,0,1,10,291.291
0.1,10,3,0,1,20,291.291
0.1,10,3,0,1,30,291.291
0.1,10,3,0,1,40,291.291
0.1,10,3,0,1,50,291.291
0.1,0,3,5,1,1,306.967
0.1,0,3,5,1,2,306.969
0.1,0,3,5,1,3,306.97
0.1,0,3,5,1,4,306.952
0.1,0,3,5,1,5,306.956
0.1,0,3,5,1,6,306.959
0.1,0,3,5,1,7,306.961
0.1,0,3,5,1,8,306.962
0.1,0,3,5,1,9,306.963
0.1,0,3,5,1,10,306.964
0.1,0,3,5,1,20,306.967
0.1,0,3,5,1,30,306.969
0.1,0,3,5,1,40,306.969
0.1,0,3,5,1,50,306.97
0.1,1,3,5,1,1,306.633
0.1,1,3,5,1,2,306.635
0.1,1,3,5,1,3,306.635
0.1,1,3,5,1,4,306.636
0.1,1,3,5,1,5,306.636
0.1,1,3,5,1,6,306.636
0.1,1,3,5,1,7,306.636
0.1,1,3,5,1,8,306.636
0.1,1,3,5,1,9,306.636
0.1,1,3,5,1,10,306.636
0.1,1,3,5,1,20,306.637
0.1,1,3,5,1,30,306.637
0.1,1,3,5,1,40,306.637
0.1,1,3,5,1,50,306.637
0.1,10,3,5,1,1,240.575
0.1,10,3,5,1,2,240.575
0.1,10,3,5,1,3,240.575
0.1,10,3,5,1,4,240.575
0.1,10,3,5,1,5,240.575
0.1,10,3,5,1,6,240.575
0.1,10,3,5,1,7,240.575
0.1,10,3,5,1,8,240.575
0.1,10,3,5,1,9,240.575
0.1,10,3,5,1,10,240.575
0.1,10,3,5,1,20,240.575
0.1,10,3,5,1,30,240.575
0.1,10,3,5,1,40,240.575
0.1,10,3,5,1,50,240.575
0.1,0,3,10,1,1,321.767
0.1,0,3,10,1,2,321.769
0.1,0,3,10,1,3,321.77
0.1,0,3,10,1,4,321.77
0.1,0,3,10,1,5,321.77
0.1,0,3,10,1,6,321.77
0.1,0,3,10,1,7,321.77
0.1,0,3,10,1,8,321.77
0.1,0,3,10,1,9,321.77
0.1,0,3,10,1,10,321.77
0.1,0,3,10,1,20,321.77
0.1,0,3,10,1,30,321.77
0.1,0,3,10,1,40,321.77
0.1,0,3,10,1,50,321.77
0.1,1,3,10,1,1,304.527
0.1,1,3,10,1,2,304.527
0.1,1,3,10,1,3,304.527
0.1,1,3,10,1,4,304.527
0.1,1,3,10,1,5,304.527
0.1,1,3,10,1,6,304.527
0.1,1,3,10,1,7,304.527
0.1,1,3,10,1,8,304.527
0.1,1,3,10,1,9,304.527
0.1,1,3,10,1,10,304.527
0.1,1,3,10,1,20,304.527
0.1,1,3,10,1,30,304.527
0.1,1,3,10,1,40,304.527
0.1,1,3,10,1,50,304.527
0.1,10,3,10,1,1,123.697
0.1,10,3,10,1,2,123.697
0.1,10,3,10,1,3,123.697
0.1,10,3,10,1,4,123.697
0.1,10,3,10,1,5,123.697
0.1,10,3,10,1,6,123.697
0.1,10,3,10,1,7,123.697
0.1,10,3,10,1,8,123.697
0.1,10,3,10,1,9,123.697
0.1,10,3,10,1,10,123.697
0.1,10,3,10,1,20,123.697
0.1,10,3,10,1,30,123.697
0.1,10,3,10,1,40,123.697
0.1,10,3,10,1,50,123.697
0.1,0,3,0,1,1,209.482
0.1,0,3,0,1,2,209.349
0.1,0,3,0,1,3,209.254
0.1,0,3,0,1,4,209.226
0.1,0,3,0,1,5,209.218
0.1,0,3,0,1,6,209.214
0.1,0,3,0,1,7,209.212
0.1,0,3,0,1,8,209.191
0.1,0,3,0,1,9,209.192
0.1,0,3,0,1,10,209.194
0.1,0,3,0,1,20,209.2
0.1,0,3,0,1,30,209.188
0.1,0,3,0,1,40,209.193
0.1,0,3,0,1,50,209.196
0.1,1,3,0,1,1,211.894
0.1,1,3,0,1,2,211.85
0.1,1,3,0,1,3,211.847
0.1,1,3,0,1,4,211.847
0.1,1,3,0,1,5,211.847
0.1,1,3,0,1,6,211.847
0.1,1,3,0,1,7,211.847
0.1,1,3,0,1,8,211.847
0.1,1,3,0,1,9,211.847
0.1,1,3,0,1,10,211.847
0.1,1,3,0,1,20,211.837
0.1,1,3,0,1,30,211.841
0.1,1,3,0,1,40,211.843
0.1,1,3,0,1,50,211.844
0.1,10,3,0,1,1,267.742
0.1,10,3,0,1,2,267.742
0.1,10,3,0,1,3,267.742
0.1,10,3,0,1,4,267.742
0.1,10,3,0,1,5,267.742
0.1,10,3,0,1,6,267.742
0.1,10,3,0,1,7,267.742
0.1,10,3,0,1,8,267.742
0.1,10,3,0,1,9,267.742
0.1,10,3,0,1,10,267.742
0.1,10,3,0,1,20,267.742
0.1,10,3,0,1,30,267.742
0.1,10,3,0,1,40,267.742
0.1,10,3,0,1,50,267.742
0.1,0,3,5,1,1,250.293
0.1,0,3,5,1,2,250.295
0.1,0,3,5,1,3,250.283
0.1,0,3,5,1,4,250.286
0.1,0,3,5,1,5,250.288
0.1,0,3,5,1,6,250.29
0.1,0,3,5,1,7,250.291
0.1,0,3,5,1,8,250.291
0.1,0,3,5,1,9,250.292
0.1,0,3,5,1,10,250.292
0.1,0,3,5,1,20,250.294
0.1,0,3,5,1,30,250.295
0.1,0,3,5,1,40,250.295
0.1,0,3,5,1,50,250.295
0.1,1,3,5,1,1,249.389
0.1,1,3,5,1,2,249.39
0.1,1,3,5,1,3,249.391
0.1,1,3,5,1,4,249.391
0.1,1,3,5,1,5,249.391
0.1,1,3,5,1,6,249.391
0.1,1,3,5,1,7,249.391
0.1,1,3,5,1,8,249.391
0.1,1,3,5,1,9,249.391
0.1,1,3,5,1,10,249.391
0.1,1,3,5,1,20,249.392
0.1,1,3,5,1,30,249.392
0.1,1,3,5,1,40,249.392
0.1,1,3,5,1,50,249.392
0.1,10,3,5,1,1,213.353
0.1,10,3,5,1,2,213.353
0.1,10,3,5,1,3,213.353
0.1,10,3,5,1,4,213.353
0.1,10,3,5,1,5,213.353
0.1,10,3,5,1,6,213.353
0.1,10,3,5,1,7,213.353
0.1,10,3,5,1,8,213.353
0.1,10,3,5,1,9,213.353
0.1,10,3,5,1,10,213.353
0.1,10,3,5,1,20,213.353
0.1,10,3,5,1,30,213.353
0.1,10,3,5,1,40,213.353
0.1,10,3,5,1,50,213.353
0.1,0,3,10,1,1,268.437
0.1,0,3,10,1,2,268.438
0.1,0,3,10,1,3,268.438
0.1,0,3,10,1,4,268.438
0.1,0,3,10,1,5,268.438
0.1,0,3,10,1,6,268.438
0.1,0,3,10,1,7,268.438
0.1,0,3,10,1,8,268.439
0.1,0,3,10,1,9,268.439
0.1,0,3,10,1,10,268.439
0.1,0,3,10,1,20,268.439
0.1,0,3,10,1,30,268.439
0.1,0,3,10,1,40,268.439
0.1,0,3,10,1,50,268.439
0.1,1,3,10,1,1,254.757
0.1,1,3,10,1,2,254.757
0.1,1,3,10,1,3,254.757
0.1,1,3,10,1,4,254.757
0.1,1,3,10,1,5,254.757
0.1,1,3,10,1,6,254.757
0.1,1,3,10,1,7,254.757
0.1,1,3,10,1,8,254.757
0.1,1,3,10,1,9,254.757
0.1,1,3,10,1,10,254.757
0.1,1,3,10,1,20,254.757
0.1,1,3,10,1,30,254.757
0.1,1,3,10,1,40,254.757
0.1,1,3,10,1,50,254.757
0.1,10,3,10,1,1,120.429
0.1,10,3,10,1,2,120.429
0.1,10,3,10,1,3,120.429
0.1,10,3,10,1,4,120.429
0.1,10,3,10,1,5,120.429
0.1,10,3,10,1,6,120.429
0.1,10,3,10,1,7,120.429
0.1,10,3,10,1,8,120.429
0.1,10,3,10,1,9,120.429
0.1,10,3,10,1,10,120.429
0.1,10,3,10,1,20,120.429
0.1,10,3,10,1,30,120.429
0.1,10,3,10,1,40,120.429
0.1,10,3,10,1,50,120.429
0.1,0,3,0,3,1,231.538
0.1,0,3,0,3,2,234.946
0.1,0,3,0,3,3,236.911
0.1,0,3,0,3,4,238.378
0.1,0,3,0,3,5,239.584
0.1,0,3,0,3,6,239.697
0.1,0,3,0,3,7,239.357
0.1,0,3,0,3,8,238.825
0.1,0,3,0,3,9,238.166
0.1,0,3,0,3,10,237.382
0.1,0,3,0,3,20,231.244
0.1,0,3,0,3,30,230.11
0.1,0,3,0,3,40,229.357
0.1,0,3,0,3,50,229.265
0.1,1,3,0,3,1,239.378
0.1,1,3,0,3,2,241.191
0.1,1,3,0,3,3,237.635
0.1,1,3,0,3,4,235.101
0.1,1,3,0,3,5,233.77
0.1,1,3,0,3,6,233.068
0.1,1,3,0,3,7,232.557
0.1,1,3,0,3,8,232.198
0.1,1,3,0,3,9,232.029
0.1,1,3,0,3,10,231.826
0.1,1,3,0,3,20,231.173
0.1,1,3,0,3,30,231.16
0.1,1,3,0,3,40,231.158
0.1,1,3,0,3,50,231.157
0.1,10,3,0,3,1,242.383
0.1,10,3,0,3,2,242.369
0.1,10,3,0,3,3,242.353
0.1,10,3,0,3,4,242.358
0.1,10,3,0,3,5,242.36
0.1,10,3,0,3,6,242.344
0.1,10,3,0,3,7,242.348
0.1,10,3,0,3,8,242.35
0.1,10,3,0,3,9,242.352
0.1,10,3,0,3,10,242.354
0.1,10,3,0,3,20,242.36
0.1,10,3,0,3,30,242.362
0.1,10,3,0,3,40,242.363
0.1,10,3,0,3,50,242.363
0.1,0,3,5,3,1,267.24
0.1,0,3,5,3,2,265.197
0.1,0,3,5,3,3,264.854
0.1,0,3,5,3,4,264.762
0.1,0,3,5,3,5,264.711
0.1,0,3,5,3,6,264.699
0.1,0,3,5,3,7,264.692
0.1,0,3,5,3,8,264.688
0.1,0,3,5,3,9,264.682
0.1,0,3,5,3,10,264.681
0.1,0,3,5,3,20,264.66
0.1,0,3,5,3,30,264.666
0.1,0,3,5,3,40,264.669
0.1,0,3,5,3,50,264.671
0.1,1,3,5,3,1,262.688
0.1,1,3,5,3,2,262.692
0.1,1,3,5,3,3,262.7
0.1,1,3,5,3,4,262.703
0.1,1,3,5,3,5,262.704
0.1,1,3,5,3,6,262.705
0.1,1,3,5,3,7,262.706
0.1,1,3,5,3,8,262.706
0.1,1,3,5,3,9,262.706
0.1,1,3,5,3,10,262.687
0.1,1,3,5,3,20,262.699
0.1,1,3,5,3,30,262.702
0.1,1,3,5,3,40,262.704
0.1,1,3,5,3,50,262.705
0.1,10,3,5,3,1,231.04
0.1,10,3,5,3,2,231.04
0.1,10,3,5,3,3,231.04
0.1,10,3,5,3,4,231.04
0.1,10,3,5,3,5,231.04
0.1,10,3,5,3,6,231.04
0.1,10,3,5,3,7,231.04
0.1,10,3,5,3,8,231.04
0.1,10,3,5,3,9,231.04
0.1,10,3,5,3,10,231.04
0.1,10,3,5,3,20,231.04
0.1,10,3,5,3,30,231.04
0.1,10,3,5,3,40,231.04
0.1,10,3,5,3,50,231.04
0.1,0,3,10,3,1,273.508
0.1,0,3,10,3,2,273.449
0.1,0,3,10,3,3,273.462
0.1,0,3,10,3,4,273.449
0.1,0,3,10,3,5,273.455
0.1,0,3,10,3,6,273.46
0.1,0,3,10,3,7,273.463
0.1,0,3,10,3,8,273.465
0.1,0,3,10,3,9,273.466
0.1,0,3,10,3,10,273.467
0.1,0,3,10,3,20,273.473
0.1,0,3,10,3,30,273.475
0.1,0,3,10,3,40,273.475
0.1,0,3,10,3,50,273.476
0.1,1,3,10,3,1,256.15
0.1,1,3,10,3,2,256.159
0.1,1,3,10,3,3,256.161
0.1,1,3,10,3,4,256.162
0.1,1,3,10,3,5,256.163
0.1,1,3,10,3,6,256.163
0.1,1,3,10,3,7,256.163
0.1,1,3,10,3,8,256.163
0.1,1,3,10,3,9,256.164
0.1,1,3,10,3,10,256.164
0.1,1,3,10,3,20,256.164
0.1,1,3,10,3,30,256.164
0.1,1,3,10,3,40,256.164
0.1,1,3,10,3,50,256.165
0.1,10,3,10,3,1,117.109
0.1,10,3,10,3,2,117.109
0.1,10,3,10,3,3,117.109
0.1,10,3,10,3,4,117.109
0.1,10,3,10,3,5,117.109
0.1,10,3,10,3,6,117.109
0.1,10,3,10,3,7,117.109
0.1,10,3,10,3,8,117.109
0.1,10,3,10,3,9,117.109
0.1,10,3,10,3,10,117.109
0.1,10,3,10,3,20,117.109
0.1,10,3,10,3,30,117.109
0.1,10,3,10,3,40,117.109
0.1,10,3,10,3,50,117.109
0.1,0,3,0,3,1,253.084
0.1,0,3,0,3,2,253.014
0.1,0,3,0,3,3,252.975
0.1,0,3,0,3,4,252.961
0.1,0,3,0,3,5,252.954
0.1,0,3,0,3,6,252.952
0.1,0,3,0,3,7,252.951
0.1,0,3,0,3,8,252.95
0.1,0,3,0,3,9,252.95
0.1,0,3,0,3,10,252.949
0.1,0,3,0,3,20,252.948
0.1,0,3,0,3,30,252.948
0.1,0,3,0,3,40,252.932
0.1,0,3,0,3,50,252.935
0.1,1,3,0,3,1,254.496
0.1,1,3,0,3,2,254.41
0.1,1,3,0,3,3,254.4
0.1,1,3,0,3,4,254.398
0.1,1,3,0,3,5,254.397
0.1,1,3,0,3,6,254.372
0.1,1,3,0,3,7,254.376
