C,Cr,Mn,Ni,Si,CR,Hardness,Hardness_sqrt
0.1,0,0.1,0,0,1,122.001,11.04540628
0.1,0,0.1,0,0,2,130.595,11.42781694
0.1,0,0.1,0,0,3,135.403,11.63627947
0.1,0,0.1,0,0,4,139.376,11.80576131
0.1,0,0.1,0,0,5,142.358,11.93138718
0.1,0,0.1,0,0,6,144.673,12.02800898
0.1,0,0.1,0,0,7,146.875,12.11919964
0.1,0,0.1,0,0,8,148.84,12.2
0.1,0,0.1,0,0,9,150.578,12.27102278
0.1,0,0.1,0,0,10,152.161,12.33535569
0.1,0,0.1,0,0,20,157.41,12.5463142
0.1,0,0.1,0,0,30,160.187,12.65650031
0.1,0,0.1,0,0,40,162.175,12.73479486
0.1,0,0.1,0,0,50,163.76,12.79687462
0.1,1,0.1,0,0,1,132.635,11.51672697
0.1,1,0.1,0,0,2,141.324,11.88797712
0.1,1,0.1,0,0,3,145.568,12.06515644
0.1,1,0.1,0,0,4,149.245,12.21658708
0.1,1,0.1,0,0,5,151.88,12.3239604
0.1,1,0.1,0,0,6,153.972,12.40854544
0.1,1,0.1,0,0,7,156,12.489996
0.1,1,0.1,0,0,8,157.706,12.55810495
0.1,1,0.1,0,0,9,157.878,12.56495125
0.1,1,0.1,0,0,10,160.225,12.65800142
0.1,1,0.1,0,0,20,175.825,13.25990196
0.1,1,0.1,0,0,30,185.751,13.62904986
0.1,1,0.1,0,0,40,193.213,13.90010791
0.1,1,0.1,0,0,50,199.302,14.11743603
0.1,10,0.1,0,0,1,201.762,14.20429513
0.1,10,0.1,0,0,2,395.517,19.88760921
0.1,10,0.1,0,0,3,437.185,20.90896937
0.1,10,0.1,0,0,4,446.33,21.12652361
0.1,10,0.1,0,0,5,449.362,21.1981603
0.1,10,0.1,0,0,6,450.68,21.22922514
0.1,10,0.1,0,0,7,451.397,21.24610553
0.1,10,0.1,0,0,8,451.817,21.25598739
0.1,10,0.1,0,0,9,452.054,21.26156156
0.1,10,0.1,0,0,10,452.214,21.26532389
0.1,10,0.1,0,0,20,452.659,21.27578436
0.1,10,0.1,0,0,30,452.716,21.27712387
0.1,10,0.1,0,0,40,452.728,21.27740586
0.1,10,0.1,0,0,50,452.746,21.27782884
0.1,0,0.1,5,0,1,167.034,12.92416342
0.1,0,0.1,5,0,2,156.617,12.51467139
0.1,0,0.1,5,0,3,156.711,12.51842642
0.1,0,0.1,5,0,4,156.773,12.52090252
0.1,0,0.1,5,0,5,156.829,12.52313858
0.1,0,0.1,5,0,6,156.877,12.52505489
0.1,0,0.1,5,0,7,156.921,12.52681125
0.1,0,0.1,5,0,8,154.988,12.44941766
0.1,0,0.1,5,0,9,156.433,12.50731786
0.1,0,0.1,5,0,10,157.384,12.545278
0.1,0,0.1,5,0,20,164.852,12.83947039
0.1,0,0.1,5,0,30,179.838,13.41036912
0.1,0,0.1,5,0,40,196.401,14.01431411
0.1,0,0.1,5,0,50,209.846,14.48606227
0.1,1,0.1,5,0,1,200.557,14.16181486
0.1,1,0.1,5,0,2,208.27,14.43156263
0.1,1,0.1,5,0,3,215.258,14.67167339
0.1,1,0.1,5,0,4,220.962,14.86479061
0.1,1,0.1,5,0,5,225.821,15.02734175
0.1,1,0.1,5,0,6,230.082,15.16845411
0.1,1,0.1,5,0,7,233.925,15.29460689
0.1,1,0.1,5,0,8,237.378,15.4070763
0.1,1,0.1,5,0,9,240.667,15.51344578
0.1,1,0.1,5,0,10,243.741,15.61220676
0.1,1,0.1,5,0,20,270.135,16.43578413
0.1,1,0.1,5,0,30,295.165,17.1803667
0.1,1,0.1,5,0,40,313.316,17.70073445
0.1,1,0.1,5,0,50,321.556,17.9319826
0.1,10,0.1,5,0,1,189.963,13.78270656
0.1,10,0.1,5,0,2,189.953,13.78234378
0.1,10,0.1,5,0,3,189.95,13.78223494
0.1,10,0.1,5,0,4,189.937,13.78176331
0.1,10,0.1,5,0,5,189.94,13.78187215
0.1,10,0.1,5,0,6,189.942,13.78194471
0.1,10,0.1,5,0,7,189.943,13.78198099
0.1,10,0.1,5,0,8,189.944,13.78201727
0.1,10,0.1,5,0,9,189.945,13.78205355
0.1,10,0.1,5,0,10,189.945,13.78205355
0.1,10,0.1,5,0,20,189.946,13.78208983
0.1,10,0.1,5,0,30,189.947,13.78212611
0.1,10,0.1,5,0,40,189.947,13.78212611
0.1,10,0.1,5,0,50,189.947,13.78212611
0.1,0,0.1,10,0,1,210.105,14.49499914
0.1,0,0.1,10,0,2,210.308,14.50199986
0.1,0,0.1,10,0,3,218.533,14.7828617
0.1,0,0.1,10,0,4,231.683,15.22113662
0.1,0,0.1,10,0,5,241.904,15.55326332
0.1,0,0.1,10,0,6,250.815,15.83713989
0.1,0,0.1,10,0,7,258.556,16.07967661
0.1,0,0.1,10,0,8,265.79,16.3030672
0.1,0,0.1,10,0,9,272.537,16.50869468
0.1,0,0.1,10,0,10,279.126,16.70706437
0.1,0,0.1,10,0,20,344.745,18.56730998
0.1,0,0.1,10,0,30,384.252,19.6023468
0.1,0,0.1,10,0,40,395.428,19.88537151
0.1,0,0.1,10,0,50,399.98,19.99949999
0.1,1,0.1,10,0,1,298.429,17.27509768
0.1,1,0.1,10,0,2,305.602,17.48147591
0.1,1,0.1,10,0,3,312.942,17.69016676
0.1,1,0.1,10,0,4,317.285,17.81249561
0.1,1,0.1,10,0,5,319.185,17.86574935
0.1,1,0.1,10,0,6,319.904,17.88586034
0.1,1,0.1,10,0,7,320.064,17.89033258
0.1,1,0.1,10,0,8,320.12,17.89189761
0.1,1,0.1,10,0,9,320.165,17.89315512
0.1,1,0.1,10,0,10,320.2,17.89413312
0.1,1,0.1,10,0,20,320.327,17.89768141
0.1,1,0.1,10,0,30,320.344,17.89815633
0.1,1,0.1,10,0,40,320.351,17.89835188
0.1,1,0.1,10,0,50,320.354,17.89843569
0.1,10,0.1,10,0,1,188.612,13.73360841
0.1,10,0.1,10,0,2,188.615,13.73371763
0.1,10,0.1,10,0,3,188.616,13.73375404
0.1,10,0.1,10,0,4,188.616,13.73375404
0.1,10,0.1,10,0,5,188.616,13.73375404
0.1,10,0.1,10,0,6,188.616,13.73375404
0.1,10,0.1,10,0,7,188.616,13.73375404
0.1,10,0.1,10,0,8,188.616,13.73375404
0.1,10,0.1,10,0,9,188.616,13.73375404
0.1,10,0.1,10,0,10,188.616,13.73375404
0.1,10,0.1,10,0,20,188.617,13.73379045
0.1,10,0.1,10,0,30,188.617,13.73379045
0.1,10,0.1,10,0,40,188.617,13.73379045
0.1,10,0.1,10,0,50,188.617,13.73379045
0.1,0,0.1,0,0,1,173.684,13.17892257
0.1,0,0.1,0,0,2,184.037,13.56602374
0.1,0,0.1,0,0,3,190.692,13.80912742
0.1,0,0.1,0,0,4,195.779,13.99210492
0.1,0,0.1,0,0,5,199.796,14.13492129
0.1,0,0.1,0,0,6,203.274,14.25741912
0.1,0,0.1,0,0,7,206.231,14.36074511
0.1,0,0.1,0,0,8,208.933,14.45451487
0.1,0,0.1,0,0,9,211.319,14.53681533
0.1,0,0.1,0,0,10,213.492,14.61136544
0.1,0,0.1,0,0,20,233.91,15.29411652
0.1,0,0.1,0,0,30,265.164,16.28385704
0.1,0,0.1,0,0,40,289.025,17.00073528
0.1,0,0.1,0,0,50,304.184,17.44087154
0.1,1,0.1,0,0,1,236.357,15.37390647
0.1,1,0.1,0,0,2,252.035,15.87561022
0.1,1,0.1,0,0,3,258.184,16.06810505
0.1,1,0.1,0,0,4,262.698,16.20796101
0.1,1,0.1,0,0,5,266.741,16.33220744
0.1,1,0.1,0,0,6,270.162,16.43660549
0.1,1,0.1,0,0,7,273.274,16.53100118
0.1,1,0.1,0,0,8,276.058,16.61499323
0.1,1,0.1,0,0,9,278.582,16.6907759
0.1,1,0.1,0,0,10,280.989,16.76272651
0.1,1,0.1,0,0,20,301.827,17.37316897
0.1,1,0.1,0,0,30,317.2,17.81010949
0.1,1,0.1,0,0,40,323.852,17.99588842
0.1,1,0.1,0,0,50,326.418,18.06704182
0.1,10,0.1,0,0,1,201.762,14.20429513
0.1,10,0.1,0,0,2,395.517,19.88760921
0.1,10,0.1,0,0,3,437.185,20.90896937
0.1,10,0.1,0,0,4,446.33,21.12652361
0.1,10,0.1,0,0,5,449.362,21.1981603
0.1,10,0.1,0,0,6,450.68,21.22922514
0.1,10,0.1,0,0,7,451.397,21.24610553
0.1,10,0.1,0,0,8,451.817,21.25598739
0.1,10,0.1,0,0,9,452.054,21.26156156
0.1,10,0.1,0,0,10,452.214,21.26532389
0.1,10,0.1,0,0,20,452.659,21.27578436
0.1,10,0.1,0,0,30,452.716,21.27712387
0.1,10,0.1,0,0,40,452.728,21.27740586
0.1,10,0.1,0,0,50,452.746,21.27782884
0.1,0,0.1,5,0,1,350.553,18.72306065
0.1,0,0.1,5,0,2,352.464,18.77402461
0.1,0,0.1,5,0,3,353.815,18.80997076
0.1,0,0.1,5,0,4,355.094,18.84393802
0.1,0,0.1,5,0,5,356.5,18.88120759
0.1,0,0.1,5,0,6,357.961,18.91985729
0.1,0,0.1,5,0,7,359.526,18.96117085
0.1,0,0.1,5,0,8,360.886,18.99699976
0.1,0,0.1,5,0,9,361.988,19.02598223
0.1,0,0.1,5,0,10,362.805,19.04744077
0.1,0,0.1,5,0,20,364.95,19.10366457
0.1,0,0.1,5,0,30,365.196,19.11010204
0.1,0,0.1,5,0,40,365.175,19.10955259
0.1,0,0.1,5,0,50,365.162,19.10921244
0.1,1,0.1,5,0,1,363.647,19.06953067
0.1,1,0.1,5,0,2,368.06,19.18488989
0.1,1,0.1,5,0,3,368.646,19.20015625
0.1,1,0.1,5,0,4,368.799,19.20414018
0.1,1,0.1,5,0,5,368.76,19.20312475
0.1,1,0.1,5,0,6,368.662,19.20057291
0.1,1,0.1,5,0,7,368.628,19.1996875
0.1,1,0.1,5,0,8,368.604,19.19906248
0.1,1,0.1,5,0,9,368.594,19.19880205
0.1,1,0.1,5,0,10,368.586,19.1985937
0.1,1,0.1,5,0,20,368.566,19.19807282
0.1,1,0.1,5,0,30,368.563,19.19799469
0.1,1,0.1,5,0,40,368.562,19.19796864
0.1,1,0.1,5,0,50,368.561,19.1979426
0.1,10,0.1,5,0,1,384.149,19.59971939
0.1,10,0.1,5,0,2,384.149,19.59971939
0.1,10,0.1,5,0,3,384.149,19.59971939
0.1,10,0.1,5,0,4,384.149,19.59971939
0.1,10,0.1,5,0,5,384.149,19.59971939
0.1,10,0.1,5,0,6,384.149,19.59971939
0.1,10,0.1,5,0,7,384.149,19.59971939
0.1,10,0.1,5,0,8,384.149,19.59971939
0.1,10,0.1,5,0,9,384.149,19.59971939
0.1,10,0.1,5,0,10,384.149,19.59971939
0.1,10,0.1,5,0,20,384.149,19.59971939
0.1,10,0.1,5,0,30,384.149,19.59971939
0.1,10,0.1,5,0,40,384.149,19.59971939
0.1,10,0.1,5,0,50,384.149,19.59971939
0.1,0,0.1,10,0,1,400.513,20.01282089
0.1,0,0.1,10,0,2,403.822,20.09532284
0.1,0,0.1,10,0,3,403.846,20.09591998
0.1,0,0.1,10,0,4,403.855,20.09614391
0.1,0,0.1,10,0,5,403.87,20.09651711
0.1,0,0.1,10,0,6,403.88,20.09676591
0.1,0,0.1,10,0,7,403.891,20.09703958
0.1,0,0.1,10,0,8,403.894,20.09711422
0.1,0,0.1,10,0,9,403.896,20.09716398
0.1,0,0.1,10,0,10,403.897,20.09718886
0.1,0,0.1,10,0,20,403.903,20.09733813
0.1,0,0.1,10,0,30,403.904,20.09736301
0.1,0,0.1,10,0,40,403.905,20.09738789
0.1,0,0.1,10,0,50,403.875,20.09664151
0.1,1,0.1,10,0,1,406.144,20.15301466
0.1,1,0.1,10,0,2,406.143,20.15298985
0.1,1,0.1,10,0,3,406.143,20.15298985
0.1,1,0.1,10,0,4,406.119,20.1523944
0.1,1,0.1,10,0,5,406.125,20.15254326
0.1,1,0.1,10,0,6,406.128,20.1526177
0.1,1,0.1,10,0,7,406.13,20.15266732
0.1,1,0.1,10,0,8,406.132,20.15271694
0.1,1,0.1,10,0,9,406.133,20.15274175
0.1,1,0.1,10,0,10,406.134,20.15276656
0.1,1,0.1,10,0,20,406.139,20.15289061
0.1,1,0.1,10,0,30,406.14,20.15291542
0.1,1,0.1,10,0,40,406.141,20.15294023
0.1,1,0.1,10,0,50,406.141,20.15294023
0.1,10,0.1,10,0,1,252.671,15.89562833
0.1,10,0.1,10,0,2,252.671,15.89562833
0.1,10,0.1,10,0,3,252.671,15.89562833
0.1,10,0.1,10,0,4,252.671,15.89562833
0.1,10,0.1,10,0,5,252.671,15.89562833
0.1,10,0.1,10,0,6,252.671,15.89562833
0.1,10,0.1,10,0,7,252.671,15.89562833
0.1,10,0.1,10,0,8,252.671,15.89562833
0.1,10,0.1,10,0,9,252.671,15.89562833
0.1,10,0.1,10,0,10,252.671,15.89562833
0.1,10,0.1,10,0,20,252.671,15.89562833
0.1,10,0.1,10,0,30,252.671,15.89562833
0.1,10,0.1,10,0,40,252.671,15.89562833
0.1,10,0.1,10,0,50,252.671,15.89562833
0.1,0,0.1,0,0,1,209.482,14.47349301
0.1,0,0.1,0,0,2,209.349,14.46889768
0.1,0,0.1,0,0,3,209.254,14.4656144
0.1,0,0.1,0,0,4,209.226,14.46464656
0.1,0,0.1,0,0,5,209.218,14.46437002
0.1,0,0.1,0,0,6,209.214,14.46423175
0.1,0,0.1,0,0,7,209.212,14.46416261
0.1,0,0.1,0,0,8,209.191,14.46343666
0.1,0,0.1,0,0,9,209.192,14.46347123
0.1,0,0.1,0,0,10,209.194,14.46354037
0.1,0,0.1,0,0,20,209.2,14.46374779
0.1,0,0.1,0,0,30,209.188,14.46333295
0.1,0,0.1,0,0,40,209.193,14.4635058
0.1,0,0.1,0,0,50,209.196,14.46360951
0.1,1,0.1,0,0,1,315.605,17.76527512
0.1,1,0.1,0,0,2,316.436,17.78864807
0.1,1,0.1,0,0,3,317.339,17.81401134
0.1,1,0.1,0,0,4,318.258,17.83978699
0.1,1,0.1,0,0,5,319.236,17.86717661
0.1,1,0.1,0,0,6,320.241,17.89527871
0.1,1,0.1,0,0,7,321.437,17.9286642
0.1,1,0.1,0,0,8,322.565,17.96009465
0.1,1,0.1,0,0,9,323.775,17.99374891
0.1,1,0.1,0,0,10,324.779,18.0216259
0.1,1,0.1,0,0,20,328.351,18.12045805
0.1,1,0.1,0,0,30,328.77,18.13201588
0.1,1,0.1,0,0,40,328.894,18.13543493
0.1,1,0.1,0,0,50,328.94,18.13670312
0.1,10,0.1,0,0,1,201.762,14.20429513
0.1,10,0.1,0,0,2,395.517,19.88760921
0.1,10,0.1,0,0,3,437.185,20.90896937
0.1,10,0.1,0,0,4,446.33,21.12652361
0.1,10,0.1,0,0,5,449.362,21.1981603
0.1,10,0.1,0,0,6,450.68,21.22922514
0.1,10,0.1,0,0,7,451.397,21.24610553
0.1,10,0.1,0,0,8,451.817,21.25598739
0.1,10,0.1,0,0,9,452.054,21.26156156
0.1,10,0.1,0,0,10,452.214,21.26532389
0.1,10,0.1,0,0,20,452.659,21.27578436
0.1,10,0.1,0,0,30,452.716,21.27712387
0.1,10,0.1,0,0,40,452.728,21.27740586
0.1,10,0.1,0,0,50,452.746,21.27782884
0.1,0,0.1,5,0,1,354.3,18.82285844
0.1,0,0.1,5,0,2,358.375,18.93079502
0.1,0,0.1,5,0,3,362.209,19.0317892
0.1,0,0.1,5,0,4,363.877,19.07556028
0.1,0,0.1,5,0,5,364.589,19.09421378
0.1,0,0.1,5,0,6,364.878,19.10178002
0.1,0,0.1,5,0,7,364.99,19.10471146
0.1,0,0.1,5,0,8,364.969,19.10416185
0.1,0,0.1,5,0,9,364.952,19.10371692
0.1,0,0.1,5,0,10,364.929,19.10311493
0.1,0,0.1,5,0,20,364.935,19.10327197
0.1,0,0.1,5,0,30,364.935,19.10327197
0.1,0,0.1,5,0,40,364.936,19.10329814
0.1,0,0.1,5,0,50,364.937,19.10332432
0.1,1,0.1,5,0,1,332.395,18.23170316
0.1,1,0.1,5,0,2,333.211,18.25406804
0.1,1,0.1,5,0,3,333.046,18.24954794
0.1,1,0.1,5,0,4,333.014,18.24867118
0.1,1,0.1,5,0,5,333.004,18.24839719
0.1,1,0.1,5,0,6,332.998,18.24823279
0.1,1,0.1,5,0,7,332.996,18.24817799
0.1,1,0.1,5,0,8,332.994,18.24812319
0.1,1,0.1,5,0,9,332.993,18.24809579
0.1,1,0.1,5,0,10,332.992,18.24806839
0.1,1,0.1,5,0,20,332.99,18.24801359
0.1,1,0.1,5,0,30,332.965,18.24732857
0.1,1,0.1,5,0,40,332.972,18.24752038
0.1,1,0.1,5,0,50,332.976,18.24762998
0.1,10,0.1,5,0,1,355.368,18.85120686
0.1,10,0.1,5,0,2,355.368,18.85120686
0.1,10,0.1,5,0,3,355.368,18.85120686
0.1,10,0.1,5,0,4,355.368,18.85120686
0.1,10,0.1,5,0,5,355.368,18.85120686
0.1,10,0.1,5,0,6,355.368,18.85120686
0.1,10,0.1,5,0,7,355.368,18.85120686
0.1,10,0.1,5,0,8,355.368,18.85120686
0.1,10,0.1,5,0,9,355.368,18.85120686
0.1,10,0.1,5,0,10,355.368,18.85120686
0.1,10,0.1,5,0,20,355.368,18.85120686
0.1,10,0.1,5,0,30,355.368,18.85120686
0.1,10,0.1,5,0,40,355.368,18.85120686
0.1,10,0.1,5,0,50,355.368,18.85120686
0.1,0,0.1,10,0,1,362.659,19.04360785
0.1,0,0.1,10,0,2,362.794,19.04715202
0.1,0,0.1,10,0,3,362.826,19.04799202
0.1,0,0.1,10,0,4,362.842,19.04841201
0.1,0,0.1,10,0,5,362.846,19.048517
0.1,0,0.1,10,0,6,362.848,19.0485695
0.1,0,0.1,10,0,7,362.849,19.04859575
0.1,0,0.1,10,0,8,362.85,19.048622
0.1,0,0.1,10,0,9,362.851,19.04864825
0.1,0,0.1,10,0,10,362.851,19.04864825
0.1,0,0.1,10,0,20,362.853,19.04870074
0.1,0,0.1,10,0,30,362.831,19.04812327
0.1,0,0.1,10,0,40,362.837,19.04828076
0.1,0,0.1,10,0,50,362.841,19.04838576
0.1,1,0.1,10,0,1,365.168,19.10936943
0.1,1,0.1,10,0,2,365.168,19.10936943
0.1,1,0.1,10,0,3,365.151,19.10892462
0.1,1,0.1,10,0,4,365.156,19.10905544
0.1,1,0.1,10,0,5,365.159,19.10913394
0.1,1,0.1,10,0,6,365.161,19.10918627
0.1,1,0.1,10,0,7,365.162,19.10921244
0.1,1,0.1,10,0,8,365.163,19.1092386
0.1,1,0.1,10,0,9,365.164,19.10926477
0.1,1,0.1,10,0,10,365.164,19.10926477
0.1,1,0.1,10,0,20,365.167,19.10934326
0.1,1,0.1,10,0,30,365.168,19.10936943
0.1,1,0.1,10,0,40,365.168,19.10936943
0.1,1,0.1,10,0,50,365.168,19.10936943
0.1,10,0.1,10,0,1,205.637,14.34004881
0.1,10,0.1,10,0,2,205.637,14.34004881
0.1,10,0.1,10,0,3,205.637,14.34004881
0.1,10,0.1,10,0,4,205.637,14.34004881
0.1,10,0.1,10,0,5,205.637,14.34004881
0.1,10,0.1,10,0,6,205.637,14.34004881
0.1,10,0.1,10,0,7,205.637,14.34004881
0.1,10,0.1,10,0,8,205.637,14.34004881
0.1,10,0.1,10,0,9,205.637,14.34004881
0.1,10,0.1,10,0,10,205.637,14.34004881
0.1,10,0.1,10,0,20,205.637,14.34004881
0.1,10,0.1,10,0,30,205.637,14.34004881
0.1,10,0.1,10,0,40,205.637,14.34004881
0.1,10,0.1,10,0,50,205.637,14.34004881
0.1,0,0.1,0,1,1,140.502,11.85335396
0.1,0,0.1,0,1,2,143.504,11.97931551
0.1,0,0.1,0,1,3,145.139,12.04736486
0.1,0,0.1,0,1,4,146.337,12.09698309
0.1,0,0.1,0,1,5,147.243,12.13437267
0.1,0,0.1,0,1,6,147.969,12.1642509
0.1,0,0.1,0,1,7,148.667,12.19290777
0.1,0,0.1,0,1,8,149.177,12.21380367
0.1,0,0.1,0,1,9,149.623,12.23204807
0.1,0,0.1,0,1,10,150.015,12.24806107
0.1,0,0.1,0,1,20,151.391,12.30410501
0.1,0,0.1,0,1,30,167.961,12.95997685
0.1,0,0.1,0,1,40,180.257,13.42598227
0.1,0,0.1,0,1,50,185.967,13.6369718
0.1,1,0.1,0,1,1,148.031,12.16679909
0.1,1,0.1,0,1,2,151.236,12.29780468
0.1,1,0.1,0,1,3,153.007,12.36959983
0.1,1,0.1,0,1,4,154.165,12.41631991
0.1,1,0.1,0,1,5,155.153,12.45604271
0.1,1,0.1,0,1,6,155.797,12.48186685
0.1,1,0.1,0,1,7,156.446,12.50783754
0.1,1,0.1,0,1,8,156.997,12.52984437
0.1,1,0.1,0,1,9,157.475,12.54890433
0.1,1,0.1,0,1,10,157.781,12.56109072
0.1,1,0.1,0,1,20,218.281,14.77433586
0.1,1,0.1,0,1,30,232.469,15.24693412
0.1,1,0.1,0,1,40,260.14,16.12885613
0.1,1,0.1,0,1,50,283.154,16.82718039
0.1,10,0.1,0,1,1,188.519,13.73022214
0.1,10,0.1,0,1,2,364.589,19.09421378
0.1,10,0.1,0,1,3,444.567,21.08475753
0.1,10,0.1,0,1,4,461.809,21.48974174
0.1,10,0.1,0,1,5,467.666,21.6255867
0.1,10,0.1,0,1,6,470.346,21.68746182
0.1,10,0.1,0,1,7,471.572,21.7157086
0.1,10,0.1,0,1,8,472.347,21.7335455
0.1,10,0.1,0,1,9,472.809,21.74417163
0.1,10,0.1,0,1,10,473.099,21.75083906
0.1,10,0.1,0,1,20,473.893,21.76908358
0.1,10,0.1,0,1,30,473.996,21.77144919
0.1,10,0.1,0,1,40,474.042,21.7725056
0.1,10,0.1,0,1,50,474.046,21.77259746
0.1,0,0.1,5,1,1,187.889,13.70726085
0.1,0,0.1,5,1,2,230.363,15.17771393
0.1,0,0.1,5,1,3,265.955,16.30812681
0.1,0,0.1,5,1,4,276.083,16.61574554
0.1,0,0.1,5,1,5,280.549,16.74959701
0.1,0,0.1,5,1,6,283.447,16.8358843
0.1,0,0.1,5,1,7,285.47,16.89585748
0.1,0,0.1,5,1,8,287.134,16.94502877
0.1,0,0.1,5,1,9,288.46,16.98411022
0.1,0,0.1,5,1,10,289.666,17.01957696
0.1,0,0.1,5,1,20,319.102,17.86342632
0.1,0,0.1,5,1,30,347.538,18.64237109
0.1,0,0.1,5,1,40,364.053,19.08017296
0.1,0,0.1,5,1,50,372.102,19.28994557
0.1,1,0.1,5,1,1,283.285,16.83107246
0.1,1,0.1,5,1,2,333.334,18.25743684
0.1,1,0.1,5,1,3,339.832,18.43453281
0.1,1,0.1,5,1,4,342.614,18.50983522
0.1,1,0.1,5,1,5,344.736,18.56706762
0.1,1,0.1,5,1,6,346.666,18.61896882
0.1,1,0.1,5,1,7,348.358,18.66435105
0.1,1,0.1,5,1,8,349.646,18.69882349
0.1,1,0.1,5,1,9,350.524,18.72228619
0.1,1,0.1,5,1,10,351.238,18.74134467
0.1,1,0.1,5,1,20,352.793,18.78278467
0.1,1,0.1,5,1,30,352.97,18.78749584
0.1,1,0.1,5,1,40,352.935,18.78656435
0.1,1,0.1,5,1,50,352.866,18.78472784
0.1,10,0.1,5,1,1,214.259,14.6375886
0.1,10,0.1,5,1,2,214.283,14.63840838
0.1,10,0.1,5,1,3,214.274,14.63810097
0.1,10,0.1,5,1,4,214.28,14.63830591
0.1,10,0.1,5,1,5,214.283,14.63840838
0.1,10,0.1,5,1,6,214.284,14.63844254
0.1,10,0.1,5,1,7,214.285,14.6384767
0.1,10,0.1,5,1,8,214.286,14.63851085
0.1,10,0.1,5,1,9,214.286,14.63851085
0.1,10,0.1,5,1,10,214.286,14.63851085
0.1,10,0.1,5,1,20,214.288,14.63857917
0.1,10,0.1,5,1,30,214.288,14.63857917
0.1,10,0.1,5,1,40,214.288,14.63857917
0.1,10,0.1,5,1,50,214.288,14.63857917
0.1,0,0.1,10,1,1,367.128,19.16058454
0.1,0,0.1,10,1,2,399.668,19.99169828
0.1,0,0.1,10,1,3,408.933,20.22209188
0.1,0,0.1,10,1,4,414.241,20.35291134
0.1,0,0.1,10,1,5,417.178,20.42493574
0.1,0,0.1,10,1,6,419.127,20.47259143
0.1,0,0.1,10,1,7,420.548,20.507267
0.1,0,0.1,10,1,8,421.681,20.53487278
0.1,0,0.1,10,1,9,422.518,20.55524264
0.1,0,0.1,10,1,10,422.941,20.56552941
0.1,0,0.1,10,1,20,424.87,20.61237492
0.1,0,0.1,10,1,30,425.369,20.62447575
0.1,0,0.1,10,1,40,425.567,20.62927531
0.1,0,0.1,10,1,50,425.623,20.63063256
0.1,1,0.1,10,1,1,340.391,18.44968834
0.1,1,0.1,10,1,2,340.957,18.46502099
0.1,1,0.1,10,1,3,341.127,18.46962371
0.1,1,0.1,10,1,4,341.181,18.47108551
0.1,1,0.1,10,1,5,341.21,18.47187051
0.1,1,0.1,10,1,6,341.22,18.47214119
0.1,1,0.1,10,1,7,341.231,18.47243893
0.1,1,0.1,10,1,8,341.225,18.47227652
0.1,1,0.1,10,1,9,341.229,18.47238479
0.1,1,0.1,10,1,10,341.233,18.47249306
0.1,1,0.1,10,1,20,341.243,18.47276373
0.1,1,0.1,10,1,30,341.227,18.47233066
0.1,1,0.1,10,1,40,341.233,18.47249306
0.1,1,0.1,10,1,50,341.237,18.47260133
0.1,10,0.1,10,1,1,203.149,14.25303476
0.1,10,0.1,10,1,2,203.151,14.25310492
0.1,10,0.1,10,1,3,203.151,14.25310492
0.1,10,0.1,10,1,4,203.152,14.25314
0.1,10,0.1,10,1,5,203.152,14.25314
0.1,10,0.1,10,1,6,203.152,14.25314
0.1,10,0.1,10,1,7,203.152,14.25314
0.1,10,0.1,10,1,8,203.152,14.25314
0.1,10,0.1,10,1,9,203.152,14.25314
0.1,10,0.1,10,1,10,203.152,14.25314
0.1,10,0.1,10,1,20,203.152,14.25314
0.1,10,0.1,10,1,30,203.152,14.25314
0.1,10,0.1,10,1,40,203.152,14.25314
0.1,10,0.1,10,1,50,203.152,14.25314
0.1,0,0.1,0,1,1,221.789,14.89258205
0.1,0,0.1,0,1,2,232.97,15.26335481
0.1,0,0.1,0,1,3,252.528,15.8911296
0.1,0,0.1,0,1,4,266.785,16.33355442
0.1,0,0.1,0,1,5,276.327,16.62308636
0.1,0,0.1,0,1,6,283.734,16.8444056
0.1,0,0.1,0,1,7,293.885,17.1430744
0.1,0,0.1,0,1,8,302.194,17.38372802
0.1,0,0.1,0,1,9,308.203,17.55571132
0.1,0,0.1,0,1,10,312.698,17.68326893
0.1,0,0.1,0,1,20,325.668,18.04627385
0.1,0,0.1,0,1,30,328.891,18.13535222
0.1,0,0.1,0,1,40,330.938,18.1917014
0.1,0,0.1,0,1,50,332.486,18.23419864
0.1,1,0.1,0,1,1,302.937,17.40508546
0.1,1,0.1,0,1,2,316.536,17.79145862
0.1,1,0.1,0,1,3,323.426,17.98404849
0.1,1,0.1,0,1,4,329.897,18.16306692
0.1,1,0.1,0,1,5,334.959,18.30188515
0.1,1,0.1,0,1,6,338.772,18.40575997
0.1,1,0.1,0,1,7,341.648,18.48372257
0.1,1,0.1,0,1,8,343.81,18.54211423
0.1,1,0.1,0,1,9,345.323,18.58286845
0.1,1,0.1,0,1,10,346.375,18.61115257
0.1,1,0.1,0,1,20,349.634,18.69850261
0.1,1,0.1,0,1,30,350.122,18.71154724
0.1,1,0.1,0,1,40,350.245,18.71483369
0.1,1,0.1,0,1,50,350.307,18.71649006
0.1,0,0.1,5,1,1,374.37,19.34864336
0.1,0,0.1,5,1,2,383.135,19.57383458
0.1,0,0.1,5,1,3,385.701,19.63927188
0.1,0,0.1,5,1,4,386.418,19.65751765
0.1,0,0.1,5,1,5,386.67,19.66392636
