C,Cr,Mn,Ni,Si,CR,Hardness,Hardness_sqrt
0.8,10,1,5,0,30,273.85,16.54841382
0.8,10,1,5,0,40,273.85,16.54841382
0.8,10,1,5,0,50,273.85,16.54841382
0.8,0,1,10,0,1,342.238,18.49967567
0.8,0,1,10,0,2,471.892,21.72307529
0.8,0,1,10,0,3,484.89,22.02021798
0.8,0,1,10,0,4,487.992,22.09054096
0.8,0,1,10,0,5,489.196,22.11777566
0.8,0,1,10,0,6,489.694,22.12903071
0.8,0,1,10,0,7,489.981,22.13551445
0.8,0,1,10,0,8,490.15,22.13933152
0.8,0,1,10,0,9,490.255,22.14170273
0.8,0,1,10,0,10,490.34,22.14362211
0.8,0,1,10,0,20,490.577,22.14897289
0.8,0,1,10,0,30,490.609,22.14969526
0.8,0,1,10,0,40,490.634,22.15025959
0.8,0,1,10,0,50,490.647,22.15055304
0.8,1,1,10,0,1,189.933,13.78161819
0.8,1,1,10,0,2,189.917,13.7810377
0.8,1,1,10,0,3,189.919,13.78111026
0.8,1,1,10,0,4,189.921,13.78118282
0.8,1,1,10,0,5,189.921,13.78118282
0.8,1,1,10,0,6,189.921,13.78118282
0.8,1,1,10,0,7,189.921,13.78118282
0.8,1,1,10,0,8,189.922,13.7812191
0.8,1,1,10,0,9,189.922,13.7812191
0.8,1,1,10,0,10,189.922,13.7812191
0.8,1,1,10,0,20,189.922,13.7812191
0.8,1,1,10,0,30,189.922,13.7812191
0.8,1,1,10,0,40,189.922,13.7812191
0.8,1,1,10,0,50,189.922,13.7812191
0.8,10,1,10,0,1,207.099,14.39093465
0.8,10,1,10,0,2,207.101,14.39100413
0.8,10,1,10,0,3,207.102,14.39103888
0.8,10,1,10,0,4,207.102,14.39103888
0.8,10,1,10,0,5,207.102,14.39103888
0.8,10,1,10,0,6,207.102,14.39103888
0.8,10,1,10,0,7,207.102,14.39103888
0.8,10,1,10,0,8,207.102,14.39103888
0.8,10,1,10,0,9,207.102,14.39103888
0.8,10,1,10,0,10,207.102,14.39103888
0.8,10,1,10,0,20,207.103,14.39107362
0.8,10,1,10,0,30,207.103,14.39107362
0.8,10,1,10,0,40,207.103,14.39107362
0.8,10,1,10,0,50,207.103,14.39107362
0.8,0,1,0,0,1,667.051,25.82733049
0.8,0,1,0,0,2,782.735,27.97740159
0.8,0,1,0,0,3,799.047,28.26741941
0.8,0,1,0,0,4,803.4,28.3443116
0.8,0,1,0,0,5,804.972,28.37202848
0.8,0,1,0,0,6,805.72,28.38520742
0.8,0,1,0,0,7,806.201,28.39367887
0.8,0,1,0,0,8,806.447,28.39801049
0.8,0,1,0,0,9,806.749,28.40332727
0.8,0,1,0,0,10,806.839,28.40491155
0.8,0,1,0,0,20,807.11,28.40968145
0.8,0,1,0,0,30,807.16,28.41056142
0.8,0,1,0,0,40,807.179,28.4108958
0.8,0,1,0,0,50,807.188,28.41105419
0.8,1,1,0,0,1,729.6,27.01110883
0.8,1,1,0,0,2,743.689,27.27066189
0.8,1,1,0,0,3,745.264,27.29952381
0.8,1,1,0,0,4,745.693,27.30737995
0.8,1,1,0,0,5,745.94,27.31190217
0.8,1,1,0,0,6,746.011,27.31320194
0.8,1,1,0,0,7,746.051,27.31393417
0.8,1,1,0,0,8,746.077,27.31441012
0.8,1,1,0,0,9,746.094,27.31472131
0.8,1,1,0,0,10,746.106,27.31494097
0.8,1,1,0,0,20,746.147,27.31569146
0.8,1,1,0,0,30,746.155,27.3158379
0.8,1,1,0,0,40,746.116,27.31512402
0.8,1,1,0,0,50,746.127,27.31532537
0.8,10,1,0,0,1,359.337,18.95618633
0.8,10,1,0,0,2,359.339,18.95623908
0.8,10,1,0,0,3,359.339,18.95623908
0.8,10,1,0,0,4,359.339,18.95623908
0.8,10,1,0,0,5,359.34,18.95626545
0.8,10,1,0,0,6,359.34,18.95626545
0.8,10,1,0,0,7,359.34,18.95626545
0.8,10,1,0,0,8,359.34,18.95626545
0.8,10,1,0,0,9,359.34,18.95626545
0.8,10,1,0,0,10,359.34,18.95626545
0.8,10,1,0,0,20,359.34,18.95626545
0.8,10,1,0,0,30,359.34,18.95626545
0.8,10,1,0,0,40,359.34,18.95626545
0.8,10,1,0,0,50,359.34,18.95626545
0.8,0,1,5,0,1,659.152,25.67395567
0.8,0,1,5,0,2,659.165,25.67420885
0.8,0,1,5,0,3,659.166,25.67422832
0.8,0,1,5,0,4,659.167,25.6742478
0.8,0,1,5,0,5,659.168,25.67426727
0.8,0,1,5,0,6,659.117,25.67327404
0.8,0,1,5,0,7,659.126,25.67344932
0.8,0,1,5,0,8,659.132,25.67356617
0.8,0,1,5,0,9,659.137,25.67366355
0.8,0,1,5,0,10,659.141,25.67374145
0.8,0,1,5,0,20,659.156,25.67403357
0.8,0,1,5,0,30,659.161,25.67413095
0.8,0,1,5,0,40,659.163,25.6741699
0.8,0,1,5,0,50,659.164,25.67418937
0.8,1,1,5,0,1,498.295,22.32252226
0.8,1,1,5,0,2,498.296,22.32254466
0.8,1,1,5,0,3,498.296,22.32254466
0.8,1,1,5,0,4,498.296,22.32254466
0.8,1,1,5,0,5,498.296,22.32254466
0.8,1,1,5,0,6,498.296,22.32254466
0.8,1,1,5,0,7,498.296,22.32254466
0.8,1,1,5,0,8,498.296,22.32254466
0.8,1,1,5,0,9,498.296,22.32254466
0.8,1,1,5,0,10,498.296,22.32254466
0.8,1,1,5,0,20,498.296,22.32254466
0.8,1,1,5,0,30,498.296,22.32254466
0.8,1,1,5,0,40,498.296,22.32254466
0.8,1,1,5,0,50,498.296,22.32254466
0.8,10,1,5,0,1,181.783,13.48269261
0.8,10,1,5,0,2,181.783,13.48269261
0.8,10,1,5,0,3,181.783,13.48269261
0.8,10,1,5,0,4,181.783,13.48269261
0.8,10,1,5,0,5,181.783,13.48269261
0.8,10,1,5,0,6,181.783,13.48269261
0.8,10,1,5,0,7,181.783,13.48269261
0.8,10,1,5,0,8,181.783,13.48269261
0.8,10,1,5,0,9,181.783,13.48269261
0.8,10,1,5,0,10,181.783,13.48269261
0.8,10,1,5,0,20,181.783,13.48269261
0.8,10,1,5,0,30,181.783,13.48269261
0.8,10,1,5,0,40,181.783,13.48269261
0.8,10,1,5,0,50,181.783,13.48269261
0.8,0,1,10,0,1,637.154,25.24190959
0.8,0,1,10,0,2,637.156,25.24194921
0.8,0,1,10,0,3,637.157,25.24196902
0.8,0,1,10,0,4,637.157,25.24196902
0.8,0,1,10,0,5,637.157,25.24196902
0.8,0,1,10,0,6,637.158,25.24198883
0.8,0,1,10,0,7,637.158,25.24198883
0.8,0,1,10,0,8,637.158,25.24198883
0.8,0,1,10,0,9,637.158,25.24198883
0.8,0,1,10,0,10,637.158,25.24198883
0.8,0,1,10,0,20,637.158,25.24198883
0.8,0,1,10,0,30,637.159,25.24200864
0.8,0,1,10,0,40,637.159,25.24200864
0.8,0,1,10,0,50,637.159,25.24200864
0.8,1,1,10,0,1,192.065,13.85875175
0.8,1,1,10,0,2,192.065,13.85875175
0.8,1,1,10,0,3,192.065,13.85875175
0.8,1,1,10,0,4,192.065,13.85875175
0.8,1,1,10,0,5,192.065,13.85875175
0.8,1,1,10,0,6,192.065,13.85875175
0.8,1,1,10,0,7,192.065,13.85875175
0.8,1,1,10,0,8,192.065,13.85875175
0.8,1,1,10,0,9,192.065,13.85875175
0.8,1,1,10,0,10,192.065,13.85875175
0.8,1,1,10,0,20,192.065,13.85875175
0.8,1,1,10,0,30,192.065,13.85875175
0.8,1,1,10,0,40,192.065,13.85875175
0.8,1,1,10,0,50,192.065,13.85875175
0.8,10,1,10,0,1,175.784,13.25835586
0.8,10,1,10,0,2,175.784,13.25835586
0.8,10,1,10,0,3,175.784,13.25835586
0.8,10,1,10,0,4,175.784,13.25835586
0.8,10,1,10,0,5,175.784,13.25835586
0.8,10,1,10,0,6,175.784,13.25835586
0.8,10,1,10,0,7,175.784,13.25835586
0.8,10,1,10,0,8,175.784,13.25835586
0.8,10,1,10,0,9,175.784,13.25835586
0.8,10,1,10,0,10,175.784,13.25835586
0.8,10,1,10,0,20,175.784,13.25835586
0.8,10,1,10,0,30,175.784,13.25835586
0.8,10,1,10,0,40,175.784,13.25835586
0.8,10,1,10,0,50,175.784,13.25835586
0.8,0,1,0,0,1,589.145,24.27230933
0.8,0,1,0,0,2,724.705,26.92034547
0.8,0,1,0,0,3,765.372,27.6653574
0.8,0,1,0,0,4,775.153,27.84156964
0.8,0,1,0,0,5,779.18,27.91379587
0.8,0,1,0,0,6,780.925,27.94503534
0.8,0,1,0,0,7,781.776,27.96025751
0.8,0,1,0,0,8,782.323,27.97003754
0.8,0,1,0,0,9,782.805,27.97865258
0.8,0,1,0,0,10,782.999,27.98211929
0.8,0,1,0,0,20,783.757,27.99566038
0.8,0,1,0,0,30,783.848,27.99728558
0.8,0,1,0,0,40,783.881,27.99787492
0.8,0,1,0,0,50,783.897,27.99816065
0.8,1,1,0,0,1,697.045,26.4016098
0.8,1,1,0,0,2,733.421,27.08174662
0.8,1,1,0,0,3,737.097,27.14953038
0.8,1,1,0,0,4,738.127,27.16849278
0.8,1,1,0,0,5,738.547,27.17622122
0.8,1,1,0,0,6,738.835,27.18151946
0.8,1,1,0,0,7,738.923,27.18313816
0.8,1,1,0,0,8,738.978,27.18414979
0.8,1,1,0,0,9,739.014,27.18481194
0.8,1,1,0,0,10,739.04,27.18529014
0.8,1,1,0,0,20,739.121,27.18677988
0.8,1,1,0,0,30,739.136,27.18705574
0.8,1,1,0,0,40,739.143,27.18718448
0.8,1,1,0,0,50,739.102,27.18643044
0.8,10,1,0,0,1,531.76,23.05992194
0.8,10,1,0,0,2,531.826,23.06135295
0.8,10,1,0,0,3,531.833,23.06150472
0.8,10,1,0,0,4,531.836,23.06156976
0.8,10,1,0,0,5,531.837,23.06159145
0.8,10,1,0,0,6,531.838,23.06161313
0.8,10,1,0,0,7,531.839,23.06163481
0.8,10,1,0,0,8,531.839,23.06163481
0.8,10,1,0,0,9,531.84,23.06165649
0.8,10,1,0,0,10,531.84,23.06165649
0.8,10,1,0,0,20,531.821,23.06124455
0.8,10,1,0,0,30,531.828,23.06139632
0.8,10,1,0,0,40,531.832,23.06148304
0.8,10,1,0,0,50,531.833,23.06150472
0.8,0,1,5,0,1,712.713,26.69668519
0.8,0,1,5,0,2,713.416,26.70984837
0.8,0,1,5,0,3,713.494,26.71130847
0.8,0,1,5,0,4,713.522,26.71183258
0.8,0,1,5,0,5,713.535,26.71207592
0.8,0,1,5,0,6,713.543,26.71222567
0.8,0,1,5,0,7,713.548,26.71231926
0.8,0,1,5,0,8,713.551,26.71237541
0.8,0,1,5,0,9,713.553,26.71241284
0.8,0,1,5,0,10,713.555,26.71245028
0.8,0,1,5,0,20,713.538,26.71213208
0.8,0,1,5,0,30,713.55,26.71235669
0.8,0,1,5,0,40,713.555,26.71245028
0.8,0,1,5,0,50,713.558,26.71250643
0.8,1,1,5,0,1,597.299,24.43970131
0.8,1,1,5,0,2,597.301,24.43974222
0.8,1,1,5,0,3,597.301,24.43974222
0.8,1,1,5,0,4,597.302,24.43976268
0.8,1,1,5,0,5,597.302,24.43976268
0.8,1,1,5,0,6,597.302,24.43976268
0.8,1,1,5,0,7,597.302,24.43976268
0.8,1,1,5,0,8,597.302,24.43976268
0.8,1,1,5,0,9,597.302,24.43976268
0.8,1,1,5,0,10,597.302,24.43976268
0.8,1,1,5,0,20,597.302,24.43976268
0.8,1,1,5,0,30,597.302,24.43976268
0.8,1,1,5,0,40,597.303,24.43978314
0.8,1,1,5,0,50,597.303,24.43978314
0.8,10,1,5,0,1,496.067,22.27256159
0.8,10,1,5,0,2,496.067,22.27256159
0.8,10,1,5,0,3,496.067,22.27256159
0.8,10,1,5,0,4,496.067,22.27256159
0.8,10,1,5,0,5,496.067,22.27256159
0.8,10,1,5,0,6,496.067,22.27256159
0.8,10,1,5,0,7,496.067,22.27256159
0.8,10,1,5,0,8,496.067,22.27256159
0.8,10,1,5,0,9,496.067,22.27256159
0.8,10,1,5,0,10,496.067,22.27256159
0.8,10,1,5,0,20,496.067,22.27256159
0.8,10,1,5,0,30,496.067,22.27256159
0.8,10,1,5,0,40,496.067,22.27256159
0.8,10,1,5,0,50,496.067,22.27256159
0.8,0,1,10,0,1,530.785,23.03877167
0.8,0,1,10,0,2,530.804,23.03918401
0.8,0,1,10,0,3,530.81,23.03931423
0.8,0,1,10,0,4,530.812,23.03935763
0.8,0,1,10,0,5,530.814,23.03940103
0.8,0,1,10,0,6,530.815,23.03942274
0.8,0,1,10,0,7,530.816,23.03944444
0.8,0,1,10,0,8,530.817,23.03946614
0.8,0,1,10,0,9,530.817,23.03946614
0.8,0,1,10,0,10,530.817,23.03946614
0.8,0,1,10,0,20,530.818,23.03948784
0.8,0,1,10,0,30,530.819,23.03950954
0.8,0,1,10,0,40,530.819,23.03950954
0.8,0,1,10,0,50,530.819,23.03950954
0.8,1,1,10,0,1,320.686,17.90770784
0.8,1,1,10,0,2,320.686,17.90770784
0.8,1,1,10,0,3,320.686,17.90770784
0.8,1,1,10,0,4,320.686,17.90770784
0.8,1,1,10,0,5,320.686,17.90770784
0.8,1,1,10,0,6,320.686,17.90770784
0.8,1,1,10,0,7,320.686,17.90770784
0.8,1,1,10,0,8,320.686,17.90770784
0.8,1,1,10,0,9,320.686,17.90770784
0.8,1,1,10,0,10,320.686,17.90770784
0.8,1,1,10,0,20,320.686,17.90770784
0.8,1,1,10,0,30,320.686,17.90770784
0.8,1,1,10,0,40,320.686,17.90770784
0.8,1,1,10,0,50,320.686,17.90770784
0.8,10,1,10,0,1,254.513,15.95346357
0.8,10,1,10,0,2,254.513,15.95346357
0.8,10,1,10,0,3,254.513,15.95346357
0.8,10,1,10,0,4,254.513,15.95346357
0.8,10,1,10,0,5,254.513,15.95346357
0.8,10,1,10,0,6,254.513,15.95346357
0.8,10,1,10,0,7,254.513,15.95346357
0.8,10,1,10,0,8,254.513,15.95346357
0.8,10,1,10,0,9,254.513,15.95346357
0.8,10,1,10,0,10,254.513,15.95346357
0.8,10,1,10,0,20,254.513,15.95346357
0.8,10,1,10,0,30,254.513,15.95346357
0.8,10,1,10,0,40,254.513,15.95346357
0.8,10,1,10,0,50,254.513,15.95346357
0.8,0,1,0,1,1,268.545,16.38734268
0.8,0,1,0,1,2,271.563,16.47916867
0.8,0,1,0,1,3,273.319,16.5323622
0.8,0,1,0,1,4,274.57,16.57015389
0.8,0,1,0,1,5,275.537,16.59930721
0.8,0,1,0,1,6,276.33,16.62317659
0.8,0,1,0,1,7,276.994,16.64313672
0.8,0,1,0,1,8,277.922,16.67099277
0.8,0,1,0,1,9,283.67,16.84250575
0.8,0,1,0,1,10,304.885,17.46095645
0.8,0,1,0,1,20,687.658,26.22323397
0.8,0,1,0,1,30,764.871,27.65630127
0.8,0,1,0,1,40,781.667,27.95830825
0.8,0,1,0,1,50,787.533,28.06301837
0.8,1,1,0,1,1,278.564,16.69023667
0.8,1,1,0,1,2,289.16,17.00470523
0.8,1,1,0,1,3,484.505,22.01147428
0.8,1,1,0,1,4,658.124,25.65392757
0.8,1,1,0,1,5,727.013,26.9631786
0.8,1,1,0,1,6,754.93,27.47598952
0.8,1,1,0,1,7,768.583,27.72332953
0.8,1,1,0,1,8,775.683,27.85108615
0.8,1,1,0,1,9,780.188,27.93184562
0.8,1,1,0,1,10,782.799,27.97854535
0.8,1,1,0,1,20,789.61,28.1
0.8,1,1,0,1,30,790.377,28.11364437
0.8,1,1,0,1,40,790.58,28.11725449
0.8,1,1,0,1,50,790.686,28.11913939
0.8,10,1,0,1,1,446.689,21.13501833
0.8,10,1,0,1,2,515.916,22.71378436
0.8,10,1,0,1,3,521.903,22.84519643
0.8,10,1,0,1,4,523.379,22.87747801
0.8,10,1,0,1,5,523.93,22.88951725
0.8,10,1,0,1,6,524.171,22.89478106
0.8,10,1,0,1,7,524.326,22.89816587
0.8,10,1,0,1,8,524.405,22.89989083
0.8,10,1,0,1,9,524.455,22.90098251
0.8,10,1,0,1,10,524.492,22.90179032
0.8,10,1,0,1,20,524.551,22.9030784
0.8,10,1,0,1,30,524.589,22.90390796
0.8,10,1,0,1,40,524.604,22.90423542
0.8,10,1,0,1,50,524.611,22.90438823
0.8,0,1,5,1,1,268.559,16.38776983
0.8,0,1,5,1,2,271.564,16.47919901
0.8,0,1,5,1,3,319.001,17.86059909
0.8,0,1,5,1,4,458.864,21.42111108
0.8,0,1,5,1,5,565.612,23.78259868
0.8,0,1,5,1,6,616.612,24.83167332
0.8,0,1,5,1,7,640.844,25.3148968
0.8,0,1,5,1,8,653.899,25.57144892
0.8,0,1,5,1,9,661.262,25.71501507
0.8,0,1,5,1,10,666.077,25.8084676
0.8,0,1,5,1,20,676.97,26.01864716
0.8,0,1,5,1,30,678.173,26.04175493
0.8,0,1,5,1,40,678.526,26.04853163
0.8,0,1,5,1,50,678.676,26.05141071
0.8,1,1,5,1,1,566.771,23.80695277
0.8,1,1,5,1,2,568.237,23.83772221
0.8,1,1,5,1,3,568.436,23.8418959
0.8,1,1,5,1,4,568.487,23.84296542
0.8,1,1,5,1,5,568.519,23.84363647
0.8,1,1,5,1,6,568.512,23.84348968
0.8,1,1,5,1,7,568.521,23.84367841
0.8,1,1,5,1,8,568.527,23.84380423
0.8,1,1,5,1,9,568.531,23.84388811
0.8,1,1,5,1,10,568.534,23.84395101
0.8,1,1,5,1,20,568.544,23.84416071
0.8,1,1,5,1,30,568.546,23.84420265
0.8,1,1,5,1,40,568.547,23.84422362
0.8,1,1,5,1,50,568.547,23.84422362
0.8,10,1,5,1,1,223.742,14.95800789
0.8,10,1,5,1,2,223.717,14.95717219
0.8,10,1,5,1,3,223.702,14.95667075
0.8,10,1,5,1,4,223.706,14.95680447
0.8,10,1,5,1,5,223.708,14.95687133
0.8,10,1,5,1,6,223.709,14.95690476
0.8,10,1,5,1,7,223.71,14.95693819
0.8,10,1,5,1,8,223.71,14.95693819
0.8,10,1,5,1,9,223.71,14.95693819
0.8,10,1,5,1,10,223.711,14.95697162
0.8,10,1,5,1,20,223.712,14.95700505
0.8,10,1,5,1,30,223.712,14.95700505
0.8,10,1,5,1,40,223.712,14.95700505
0.8,10,1,5,1,50,223.712,14.95700505
0.8,0,1,10,1,1,267.974,16.36991142
0.8,0,1,10,1,2,266.49,16.32452143
0.8,0,1,10,1,3,266.102,16.31263314
0.8,0,1,10,1,4,266.06,16.31134574
0.8,0,1,10,1,5,266.055,16.31119248
0.8,0,1,10,1,6,266.057,16.31125378
0.8,0,1,10,1,7,266.062,16.31140705
0.8,0,1,10,1,8,266.068,16.31159097
0.8,0,1,10,1,9,266.072,16.31171358
0.8,0,1,10,1,10,266.077,16.31186685
0.8,0,1,10,1,20,266.099,16.31254119
0.8,0,1,10,1,30,266.088,16.31220402
0.8,0,1,10,1,40,266.102,16.31263314
0.8,0,1,10,1,50,266.109,16.3128477
0.8,1,1,10,1,1,178.757,13.37000374
0.8,1,1,10,1,2,178.735,13.36918098
0.8,1,1,10,1,3,178.735,13.36918098
0.8,1,1,10,1,4,178.735,13.36918098
0.8,1,1,10,1,5,178.735,13.36918098
0.8,1,1,10,1,6,178.735,13.36918098
0.8,1,1,10,1,7,178.735,13.36918098
0.8,1,1,10,1,8,178.735,13.36918098
0.8,1,1,10,1,9,178.735,13.36918098
0.8,1,1,10,1,10,178.735,13.36918098
0.8,1,1,10,1,20,178.735,13.36918098
0.8,1,1,10,1,30,178.735,13.36918098
0.8,1,1,10,1,40,178.735,13.36918098
0.8,1,1,10,1,50,178.735,13.36918098
0.8,10,1,10,1,1,222.375,14.91224329
0.8,10,1,10,1,2,222.377,14.91231035
0.8,10,1,10,1,3,222.377,14.91231035
0.8,10,1,10,1,4,222.377,14.91231035
0.8,10,1,10,1,5,222.378,14.91234388
0.8,10,1,10,1,6,222.378,14.91234388
0.8,10,1,10,1,7,222.378,14.91234388
0.8,10,1,10,1,8,222.378,14.91234388
0.8,10,1,10,1,9,222.378,14.91234388
0.8,10,1,10,1,10,222.378,14.91234388
0.8,10,1,10,1,20,222.378,14.91234388
0.8,10,1,10,1,30,222.378,14.91234388
0.8,10,1,10,1,40,222.378,14.91234388
0.8,10,1,10,1,50,222.378,14.91234388
0.8,0,1,0,1,1,763.717,27.63543016
0.8,0,1,0,1,2,767.518,27.70411522
0.8,0,1,0,1,3,768.005,27.71290313
0.8,0,1,0,1,4,768.16,27.71569952
0.8,0,1,0,1,5,768.237,27.71708859
0.8,0,1,0,1,6,768.263,27.71755761
0.8,0,1,0,1,7,768.265,27.71759369
0.8,0,1,0,1,8,768.278,27.7178282
0.8,0,1,0,1,9,768.287,27.71799055
0.8,0,1,0,1,10,768.293,27.71809878
0.8,0,1,0,1,20,768.289,27.71802663
0.8,0,1,0,1,30,768.303,27.71827917
0.8,0,1,0,1,40,768.31,27.71840544
0.8,0,1,0,1,50,768.314,27.71847759
0.8,1,1,0,1,1,706.254,26.57543979
0.8,1,1,0,1,2,706.236,26.57510113
0.8,1,1,0,1,3,706.233,26.57504468
0.8,1,1,0,1,4,706.231,26.57500706
0.8,1,1,0,1,5,706.23,26.57498824
0.8,1,1,0,1,6,706.175,26.57395341
0.8,1,1,0,1,7,706.184,26.57412275
0.8,1,1,0,1,8,706.19,26.57423564
0.8,1,1,0,1,9,706.195,26.57432972
0.8,1,1,0,1,10,706.199,26.57440498
0.8,1,1,0,1,20,706.214,26.5746872
0.8,1,1,0,1,30,706.219,26.57478128
0.8,1,1,0,1,40,706.221,26.57481891
0.8,1,1,0,1,50,706.222,26.57483772
0.8,10,1,0,1,1,375.147,19.36871188
0.8,10,1,0,1,2,375.147,19.36871188
0.8,10,1,0,1,3,375.148,19.3687377
0.8,10,1,0,1,4,375.148,19.3687377
0.8,10,1,0,1,5,375.148,19.3687377
0.8,10,1,0,1,6,375.148,19.3687377
0.8,10,1,0,1,7,375.148,19.3687377
0.8,10,1,0,1,8,375.148,19.3687377
0.8,10,1,0,1,9,375.148,19.3687377
0.8,10,1,0,1,10,375.148,19.3687377
0.8,10,1,0,1,20,375.148,19.3687377
0.8,10,1,0,1,30,375.148,19.3687377
0.8,10,1,0,1,40,375.148,19.3687377
0.8,10,1,0,1,50,375.148,19.3687377
0.8,0,1,5,1,1,559.64,23.65671152
0.8,0,1,5,1,2,559.657,23.65707082
0.8,0,1,5,1,3,559.662,23.6571765
0.8,0,1,5,1,4,559.665,23.65723991
0.8,0,1,5,1,5,559.667,23.65728218
0.8,0,1,5,1,6,559.668,23.65730331
0.8,0,1,5,1,7,559.669,23.65732445
0.8,0,1,5,1,8,559.669,23.65732445
0.8,0,1,5,1,9,559.67,23.65734558
0.8,0,1,5,1,10,559.67,23.65734558
0.8,0,1,5,1,20,559.671,23.65736672
0.8,0,1,5,1,30,559.671,23.65736672
0.8,0,1,5,1,40,559.671,23.65736672
0.8,0,1,5,1,50,559.671,23.65736672
0.8,1,1,5,1,1,388.74,19.71649056
0.8,1,1,5,1,2,388.74,19.71649056
0.8,1,1,5,1,3,388.74,19.71649056
0.8,1,1,5,1,4,388.74,19.71649056
0.8,1,1,5,1,5,388.74,19.71649056
0.8,1,1,5,1,6,388.74,19.71649056
0.8,1,1,5,1,7,388.74,19.71649056
0.8,1,1,5,1,8,388.74,19.71649056
0.8,1,1,5,1,9,388.74,19.71649056
0.8,1,1,5,1,10,388.74,19.71649056
0.8,1,1,5,1,20,388.74,19.71649056
0.8,1,1,5,1,30,388.74,19.71649056
0.8,1,1,5,1,40,388.74,19.71649056
0.8,1,1,5,1,50,388.74,19.71649056
0.8,10,1,5,1,1,172.725,13.14248835
0.8,10,1,5,1,2,172.725,13.14248835
0.8,10,1,5,1,3,172.725,13.14248835
0.8,10,1,5,1,4,172.725,13.14248835
0.8,10,1,5,1,5,172.725,13.14248835
0.8,10,1,5,1,6,172.725,13.14248835
0.8,10,1,5,1,7,172.725,13.14248835
0.8,10,1,5,1,8,172.725,13.14248835
0.8,10,1,5,1,9,172.725,13.14248835
0.8,10,1,5,1,10,172.725,13.14248835
0.8,10,1,5,1,20,172.725,13.14248835
0.8,10,1,5,1,30,172.725,13.14248835
0.8,10,1,5,1,40,172.725,13.14248835
0.8,10,1,5,1,50,172.725,13.14248835
0.8,0,1,10,1,1,194.58,13.94919353
0.8,0,1,10,1,2,194.58,13.94919353
0.8,0,1,10,1,3,194.58,13.94919353
0.8,0,1,10,1,4,194.58,13.94919353
0.8,0,1,10,1,5,194.58,13.94919353
0.8,0,1,10,1,6,194.58,13.94919353
0.8,0,1,10,1,7,194.58,13.94919353
0.8,0,1,10,1,8,194.58,13.94919353
0.8,0,1,10,1,9,194.58,13.94919353
0.8,0,1,10,1,10,194.58,13.94919353
0.8,0,1,10,1,20,194.58,13.94919353
0.8,0,1,10,1,30,194.58,13.94919353
0.8,0,1,10,1,40,194.58,13.94919353
0.8,0,1,10,1,50,194.58,13.94919353
0.8,1,1,10,1,1,196.398,14.01420708
0.8,1,1,10,1,2,196.398,14.01420708
0.8,1,1,10,1,3,196.398,14.01420708
0.8,1,1,10,1,4,196.398,14.01420708
0.8,1,1,10,1,5,196.398,14.01420708
0.8,1,1,10,1,6,196.398,14.01420708
0.8,1,1,10,1,7,196.398,14.01420708
0.8,1,1,10,1,8,196.398,14.01420708
0.8,1,1,10,1,9,196.398,14.01420708
0.8,1,1,10,1,10,196.398,14.01420708
0.8,1,1,10,1,20,196.398,14.01420708
0.8,1,1,10,1,30,196.398,14.01420708
0.8,1,1,10,1,40,196.398,14.01420708
0.8,1,1,10,1,50,196.398,14.01420708
0.8,10,1,10,1,1,166.877,12.91808809
0.8,10,1,10,1,2,166.877,12.91808809
0.8,10,1,10,1,3,166.877,12.91808809
0.8,10,1,10,1,4,166.877,12.91808809
0.8,10,1,10,1,5,166.877,12.91808809
0.8,10,1,10,1,6,166.877,12.91808809
0.8,10,1,10,1,7,166.877,12.91808809
0.8,10,1,10,1,8,166.877,12.91808809
0.8,10,1,10,1,9,166.877,12.91808809
0.8,10,1,10,1,10,166.877,12.91808809
0.8,10,1,10,1,20,166.877,12.91808809
0.8,10,1,10,1,30,166.877,12.91808809
0.8,10,1,10,1,40,166.877,12.91808809
0.8,10,1,10,1,50,166.877,12.91808809
0.8,0,1,0,1,1,731.279,27.04217077
0.8,0,1,0,1,2,749.655,27.37982834
0.8,0,1,0,1,3,751.847,27.41982859
0.8,0,1,0,1,4,752.545,27.43255365
0.8,0,1,0,1,5,752.777,27.43678188
0.8,0,1,0,1,6,752.899,27.43900508
0.8,0,1,0,1,7,752.966,27.44022595
0.8,0,1,0,1,8,753.024,27.44128277
0.8,0,1,0,1,9,753.032,27.44142853
0.8,0,1,0,1,10,753.054,27.44182939
0.8,0,1,0,1,20,753.125,27.443123
0.8,0,1,0,1,30,753.1,27.44266751
0.8,0,1,0,1,40,753.118,27.44299546
0.8,0,1,0,1,50,753.127,27.44315944
0.8,1,1,0,1,1,717.455,26.78535047
0.8,1,1,0,1,2,718.121,26.79777976
0.8,1,1,0,1,3,718.234,26.79988806
0.8,1,1,0,1,4,718.263,26.8004291
0.8,1,1,0,1,5,718.276,26.80067163
0.8,1,1,0,1,6,718.283,26.80080223
0.8,1,1,0,1,7,718.288,26.80089551
0.8,1,1,0,1,8,718.292,26.80097013
0.8,1,1,0,1,9,718.294,26.80100744
0.8,1,1,0,1,10,718.296,26.80104476
0.8,1,1,0,1,20,718.267,26.80050373
0.8,1,1,0,1,30,718.282,26.80078357
0.8,1,1,0,1,40,718.289,26.80091416
0.8,1,1,0,1,50,718.294,26.80100744
0.8,10,1,0,1,1,481.977,21.95397458
0.8,10,1,0,1,2,481.979,21.95402013
0.8,10,1,0,1,3,481.951,21.95338243
0.8,10,1,0,1,4,481.959,21.95356463
0.8,10,1,0,1,5,481.964,21.95367851
